Key,Context,Example,Source,en-us,ar-001,de-de,es-es,fr-fr,hi-in,id-id,it-it,ja-jp,ko-kr,pl-pl,pt-br,ru-ru,th-th,tr-tr,vi-vn,zh-cjv,zh-cn,zh-tw
Studio.9SliceEditor.Plugin.Name,,,9-Slice Editor,9-Slice Editor,محرر 9 شرائح,9-Slice-Editor,Editor de 9 cortes,Éditeur 9-Slice,9-स्लाइस एडिटर,Editor 9-Slice,Editor 9-Slice,9分割編集,9슬라이스 편집기,Edytor 9-Slice,Editor 9-Slice,,เครื่องมือแก้ไข 9 ส่วน,9 Dilim Düzenleyici,Trình Chỉnh Sửa 9-Slice,九宫格编辑器,九宫格编辑器,9 格縮放編輯器
Studio.9SliceEditor.Plugin.Toolbar,,,9SliceEditor,9SliceEditor,9SliceEditor,9SliceEditor,9SliceEditor,9SliceEditor,9SliceEditor,9SliceEditor,9SliceEditor,9SliceEditor,9SliceEditor,9SliceEditor,9SliceEditor,,9SliceEditor,9 Dilim Düzenleyici,Trình Chỉnh Sửa 9Slice,九宫格编辑器,九宫格编辑器,9 格縮放編輯器
Studio.9SliceEditor.Plugin.Button,,,Toggle,Toggle,تبديل,Umschalten,Alternar,Activer/désactiver,टॉगल करें,Nyalakan/matikan,Attiva/disattiva,切りかえ,토글,Przełącz,Alternador,,เปิด/ปิด,Aç/Kapa,Bật/Tắt,切换,切换,切換
Studio.9SliceEditor.Plugin.Description,,,Toggles the Template plugin window.,Toggles the Template plugin window.,"تبديل نافذة المكون الإضافي ""القالب"".",Schaltet das Vorlagen-Plugin-Fenster um,Alterna la ventana del plugin Plantilla.,Active/désactive la fenêtre du plugin Modèle.,टेम्पलेट प्लग-इन विंडो टॉगल करें.,Menyalakan/mematikan jendela plugin Templat.,Attiva/Disattiva la finestra del plugin Template.,テンプレートのプラグインウィンドウを切りかえ。,템플릿 플러그인 창을 토글합니다.,Włącza/wyłącza okno dodatku plug-in z szablonami.,Alterna a janela do plugin de modelos.,,เปิด/ปิดหน้าต่างปลั๊กอินเทมเพลต,Taslak eklenti penceresini açıp kapatır.,Bật/tắt cửa sổ plugin Mẫu.,切换样板插件窗口。,切换样板插件窗口。,切換樣板外掛程式視窗。
Studio.9SliceEditor.SliceEditor.RevertButton,,,Revert,Revert,تراجع,Zurücksetzen,Revertir,Revenir à,रिवर्ट करें,Kembalikan,Ripristina,元に戻す,되돌리기,Przywróć,Reverter,,แปลงกลับ,Geri döndür,Hoàn Lại,还原,还原,還原
Studio.9SliceEditor.SliceEditor.CloseButton,,,Close,Close,إغلاق,Schließen,Cerrar,Fermer,बंद करें,Tutup,Chiudi,閉じる,닫기,Zamknij,Fechar,,ปิด,Kapat,Đóng,关闭,关闭,關閉
Studio.9SliceEditor.TextEditor.Offsets,,,Offsets,Offsets,الإزاحات,Versatz,Desplazamientos,Offsets,ऑफ़सेट,Offset,Offsets,オフセット,오프셋,Przesunięcia,Deslocamentos,,Offset,Uzaklıklar,Khoảng cách,偏移,偏移,偏移
Studio.9SliceEditor.TextEditor.Left,,,Left,Left,يسار,Links,Izquierda,Gauche,बायाँ,Kiri,Sinistra,左,왼쪽,Lewa strona,Esquerda,,ซ้าย,Sol,Trái,左,左,左
Studio.9SliceEditor.TextEditor.Right,,,Right,Right,يمين,Rechts,Derecha,Droite,दायाँ,Kanan,Destra,右,오른쪽,Prawa strona,Direita,,ขวา,Sağ,Phải,右,右,右
Studio.9SliceEditor.TextEditor.Top,,,Top,Top,أعلى,Oben,Superior,Haut,ऊपर,Atas,Top,上,상단,Góra,Superior,,บน,Üst,Trên,上,上,上
Studio.9SliceEditor.TextEditor.Bottom,,,Bottom,Bottom,أسفل,Unten,Inferior,Bas,नीचे,Bawah,In Basso,下,하단,Dół,Inferior,,ล่าง,Alt,Dưới,下,下,下
Studio.9SliceEditor.ImageEditor.ImageSize,,,Image Size,Image Size,حجم الصورة,Bildgröße,Tamaño de la imagen,Taille de l'Image,इमेज का साइज़,Ukuran Gambar,Dimensione Immagine,画像サイズ,이미지 크기,Rozmiar obrazu,Tamanho da imagem,,ขนาดรูปภาพ,Görsel boyutu,Kích Thước Hình Ảnh,图像大小,图像大小,圖像大小
Studio.9SliceEditor.ImageEditor.ImageSizeError,,,Image Size Error: isLoaded is false,Image Size Error: isLoaded is false,خطأ في حجم الصورة: قيمة isLoaded غير صحيحة,Bildgrößenfehler: isLoaded ist falsch,Error de tamaño de la imagen: isLoaded es falso,Erreur de taille de l'image : isLoaded est faux,इमेज साइज़ एरर : isLoaded गलत है,Eror Ukuran Gambar: isLoaded bernilai false,Errore di dimensione immagine: isLoaded is false,画像サイズエラー: isLoaded が正しくありません,이미지 크기 오류: isLoaded가 false입니다.,Błąd rozmiaru obrazu: isLoaded ma wartość false,Erro no tamanho da imagem: isLoaded é falso,,ขนาดรูปภาพผิดพลาด: isLoaded เป็นเท็จ,Görsel boyutu hatası: isLoaded yanlış,Lỗi Kích Thước Hình Ảnh: isLoaded có trạng thái là false,图像大小错误：isLoaded 的值为 false,图像大小错误：isLoaded 的值为 false,圖像大小錯誤：isLoaded 為 false
