Key,Context,Example,Source,en-us,ar-001,de-de,es-es,fr-fr,hi-in,id-id,it-it,ja-jp,ko-kr,pl-pl,pt-br,ru-ru,th-th,tr-tr,vi-vn,zh-cjv,zh-cn,zh-tw
Studio.RobloxPropertiesWidget.Category.Accessories,,,Accessories,Accessories,الإكسسوارات,Accessoires,Accesorios,Accessoires,ऐक्सेसरीज़,Aksesori,Accessori,アクセサリ,장신구,Akcesoria,Acessórios,,ไอเท็มเสริม,Aksesuarlar,Phụ Kiện,配饰,配饰,配件
Studio.RobloxPropertiesWidget.Category.Advanced,,,Advanced,Advanced,متقدم,Erweitert,Avanzado,Avancé,एडवांस्ड,Lanjutan,Avanzato,詳細設定,고급,Zaawansowane,Avançado,,ขั้นสูง,Gelişmiş,Nâng Cao,高级,高级,進階
Studio.RobloxPropertiesWidget.Category.AlignOrientation,,,AlignOrientation,AlignOrientation,AlignOrientation,AlignOrientation,AlignOrientation,AlignOrientation,AlignOrientation,AlignOrientation,AlignOrientation,向き整列,AlignOrientation,AlignOrientation,AlignOrientation,,AlignOrientation,Yön Hizalama,AlignOrientation,AlignOrientation,AlignOrientation,對齊方向
Studio.RobloxPropertiesWidget.Category.AlignPosition,,,AlignPosition,AlignPosition,AlignPosition,AlignPosition,AlignPosition,AlignPosition,AlignPosition,AlignPosition,AlignPosition,位置整列,AlignPosition,AlignPosition,AlignPosition,,AlignPosition,Pozisyon Hizalama,AlignPosition,AlignPosition,AlignPosition,對齊位置
Studio.RobloxPropertiesWidget.Category.AlignmentMode,,,AlignmentMode,AlignmentMode,AlignmentMode,AlignmentMode,AlignmentMode,AlignmentMode,AlignmentMode,AlignmentMode,AlignmentMode,整列モード,AlignmentMode,AlignmentMode,AlignmentMode,,AlignmentMode,Hizalama Modu,AlignmentMode,AlignmentMode,AlignmentMode,對齊模式
Studio.RobloxPropertiesWidget.Category.AngularLimits,,,AngularLimits,AngularLimits,AngularLimits,AngularLimits,AngularLimits,AngularLimits,AngularLimits,AngularLimits,AngularLimits,角制限,AngularLimits,AngularLimits,AngularLimits,,AngularLimits,Açı Sınırları,AngularLimits,AngularLimits,AngularLimits,角度限制
Studio.RobloxPropertiesWidget.Category.AngularMotor,,,AngularMotor,AngularMotor,AngularMotor,AngularMotor,AngularMotor,AngularMotor,AngularMotor,AngularMotor,AngularMotor,角モーター,AngularMotor,AngularMotor,AngularMotor,,AngularMotor,Açısal Motor,AngularMotor,AngularMotor,AngularMotor,角度動作
Studio.RobloxPropertiesWidget.Category.AngularServo,,,AngularServo,AngularServo,AngularServo,AngularServo,AngularServo,AngularServo,AngularServo,AngularServo,AngularServo,角追従,AngularServo,AngularServo,AngularServo,,AngularServo,Açısal Servo,AngularServo,AngularServo,AngularServo,角度伺服
Studio.RobloxPropertiesWidget.Category.Animatable,,,Animatable,Animatable,قابل للحركة,Animierbar,Animable,Animatable,ऐनिमेट करने योग्य,Bisa Dianimasikan,Animabile,アニメ化可能,애니메이션 가능,Nadające się do animacji,Animável,,เคลื่อนไหวได้,Animasyonlanabilir,Có Thể Tạo Hiệu Ứng Động,可动画化,可动画化,可動畫化
Studio.RobloxPropertiesWidget.Category.Animation,,,Animation,Animation,الحركة,Animation,Animación,Animation,ऐनिमेशन,Animasi,Animazione,アニメーション,애니메이션,Animacja,Animação,,แอนิเมชัน,Animasyon,Hiệu Ứng Động,动画,动画,動畫
Studio.RobloxPropertiesWidget.Category.Appearance,,,Appearance,Appearance,المظهر,Erscheinungsbild,Aspecto,Apparence,लुक,Penampilan,Aspetto,外見,모양,Wygląd,Aparência,,รูปลักษณ์,Görünüm,Ngoại Hình,外观,外观,外觀
Studio.RobloxPropertiesWidget.Category.Assembly,,,Assembly,Assembly,التجميع,Baugruppe,Montaje,Assemblage,असेम्बली,Perakitan,Montaggio,アセンブリ,어셈블리,Instalacja,Montagem,,การประกอบ,Derleme,Cụm Chi Tiết,组件,组件,組件
Studio.RobloxPropertiesWidget.Category.Asset,,,Asset,Asset,الأصل,Objekt,Recurso,Contenu,ऐसेट,Aset,Risorsa/Asset,アセット,애셋,Zasób,Ativo,,ทรัพยากร,Varlık,Tài Sản,素材,素材,資產
Studio.RobloxPropertiesWidget.Category.Attachments,,,Attachments,Attachments,المرفقات,Anhänge,Conexiones,Pièces jointes,अटैचमेंट्स,Sambungan,Allegati,アタッチメント,연결부,Punkty zaczepienia,Anexos,,สิ่งที่แนบมา,Eklentiler,Điểm Gắn,附件,附件,附件
Studio.RobloxPropertiesWidget.Category.Attributes,,,Attributes,Attributes,السمات,Attribute,Atributos,Attributs,एट्रिब्यूट्स,Atribut,Attributi,属性,특성,Atrybuty,Atributos,,คุณลักษณะ,Nitelikler,Thuộc Tính,属性,属性,屬性
Studio.RobloxPropertiesWidget.Category.Audio,,,Audio,Audio,الصوت,Audio,Audio,Audio,ऑडियो,Audio,Audio,オーディオ,오디오,Dźwięk,Áudio,,เสียง,Ses,Âm Thanh,音频,音频,音訊
Studio.RobloxPropertiesWidget.Category.AutoRecovery,,,Auto-Recovery,Auto-Recovery,الاسترداد التلقائي,Automatische Wiederherstellung,Recuperación automática,Auto-recouvrement,ऑटो-रिकवरी,Pemulihan Otomatis,Ripristino automatico,自動復元,자동 복구,Odzyskiwanie automatyczne,Recuperação automática,,การกู้คืนอัตโนมัติ,Otomatik Kurtarma,Tự Động Khôi Phục,自动恢复,自动恢复,自動復原
Studio.RobloxPropertiesWidget.Category.Axes,,,Axes,Axes,محاور,Achsen,Ejes,Axes,अक्ष/एक्सिस,Sumbu,Assi,軸,축,Osie,Eixos,,แกน,Eksenler,Rìu,轴,轴,軸
Studio.RobloxPropertiesWidget.Category.Balance,,,Balance,Balance,الرصيد,Gleichgewicht,Equilibrio,Balance,बैलेंस,Keseimbangan,Saldo,バランス,균형,Balans,Balanço,,ความสมดุล,Denge,Số Dư,平衡,平衡,平衡
Studio.RobloxPropertiesWidget.Category.BallSocket,,,BallSocket,BallSocket,BallSocket,BallSocket,Conector de bola,BallSocket,BallSocket,BallSocket,Connettore a sfera,BallSocket,BallSocket,BallSocket,BallSocket,,BallSocket,Mafsal Yuvası,BallSocket,BallSocket,BallSocket,球窩關節
Studio.RobloxPropertiesWidget.Category.Behavior,,,Behavior,Behavior,سلوك,Verhalten,Comportamiento,Comportement,व्यवहार,Perilaku,Comportamento,動作,동작,Zachowanie,Comportamento,,พฤติกรรม,Davranış,Hành Vi,行为,行为,行為
Studio.RobloxPropertiesWidget.Category.Benchmarking,,,Benchmarking,Benchmarking,المقارنة المعيارية,Benchmarking,Punto de referencia,Analyse comparative,बेंचमार्किंग,Tolok Ukur,Analisi comparata,ベンチマーキング,벤치마킹,Benchmarking,Avaliação comparativa,,การเปรียบเทียบสมรรถนะ,Kıyaslama,Đánh Giá,基准测试,基准测试,基準測試
Studio.RobloxPropertiesWidget.Category.BodyColors,,,Body Colors,Body Colors,ألوان الجسد,Körperfarben,Colores del cuerpo,Couleurs du corps,बॉडी के रंग,Warna Tubuh,Colori del corpo,ボディの色,신체 색상,Kolory ciała,Cores do corpo,,สีร่างกาย,Vücut Renkleri,Màu Sắc Thân,身体颜色,身体颜色,身體顏色
Studio.RobloxPropertiesWidget.Category.BodyParts,,,Body Parts,Body Parts,أجزاء الجسد,Körperteile,Partes del cuerpo,Parties du corps,बॉडी पार्ट्स,Bagian Tubuh,Parti del corpo,ボディパーツ,신체 파트,Części ciała,Partes do corpo,,ส่วนประกอบของร่างกาย,Vücut Parçaları,Bộ Phận Thân,身体部件,身体部件,身體零件
Studio.RobloxPropertiesWidget.Category.Brows,,,Brows,Brows,الحواجب,Augenbrauen,Cejas,Sourcils,भौंहें,Alis,Sopracciglia,まゆ毛,눈썹,Brwi,Sobrancelhas,,คิ้ว,Kaşlar,Lông Mày,眉毛,眉毛,眉毛
Studio.RobloxPropertiesWidget.Category.Browsing,,,Browsing,Browsing,استعراض,Durchsuchen,Navegación,Parcourir,ब्राउज़ किया जा रहा है,Menjelajah,Navigare,閲覧,둘러보기,Przeglądanie,Navegando,,การเรียกดู,Göz Atma,Đang Duyệt Qua,浏览,浏览,瀏覽
Studio.RobloxPropertiesWidget.Category.Cache,,,Cache,Cache,ذاكرة التخزين المؤقت,Zwischenspeicher,Caché,Cache,कैश,Cache,Cache,キャッシュ,캐시,Pamięć podręczna,Cache,,แคช,Önbellek,Bộ Nhớ Đệm,缓存,缓存,快取
Studio.RobloxPropertiesWidget.Category.Camera,,,Camera,Camera,الكاميرا,Kamera,Cámara,Caméra,कैमरा,Kamera,Fotocamera,カメラ,카메라,Kamera,Câmera,,กล้อง,Kamera,Camera,镜头,镜头,相機
Studio.RobloxPropertiesWidget.Category.Character,,,Character,Character,الشخصية,Charakter,Personaje,Personnage,कैरेक्टर,Karakter,Carattere,キャラクター,캐릭터,Postać,Personagem,,ตัวละคร,Karakter,Nhân Vật,人物,人物,人物
Studio.RobloxPropertiesWidget.Category.CharacterJumpSettings,,,Character Jump Settings,Character Jump Settings,إعدادات قفز الشخصية,Charakter-Sprungeinstellungen,Configuración de Salto de personaje,Paramètres de saut de caractère,कैरेक्टर Jump सेटिंग्स,Pengaturan Lompat Karakter,Impostazioni salto personaggio,キャラクターのジャンプ設定,캐릭터 점프 설정,Ustawienia skakania postaci,Configurações de pulo de personagem,,การตั้งค่าการกระโดดของตัวละคร,Karakter Zıplama Ayarları,Cài Đặt Nhảy Cho Nhân Vật,人物跳跃设置,人物跳跃设置,人物跳躍設定
Studio.RobloxPropertiesWidget.Category.Clothes,,,Clothes,Clothes,الثياب,Kleidung,Ropa,Vêtements,ड्रेस,Pakaian,Vestiti,衣装,복장,Ubrania,Roupas,,เสื้อผ้า,Kıyafetler,Trang Phục,服装,服装,衣物
Studio.RobloxPropertiesWidget.Category.Collision,,,Collision,Collision,التصادم,Kollision,Colisión,Collision,कॉलिज़न,Benturan,Collisione,衝突,충돌,Kolizja,Colisão,,การชนกัน,Çarpışma,Va Chạm,碰撞,碰撞,碰撞
Studio.RobloxPropertiesWidget.Category.Compliance,,,Compliance,Compliance,الامتثال,Einhaltung,Cumplimiento,Conformité,कम्प्लायंस,Kepatuhan,Conformità,コンプライアンス,규정 준수,Zgodność,Conformidade,,การปฏิบัติตาม,Uyumluluk,Tuân Thủ,合规性,合规性,合規性
Studio.RobloxPropertiesWidget.Category.Configuration,,,Configuration,Configuration,التكوين,Konfiguration,Configuración,Configuration,कॉन्फ़िगरेशन,Konfigurasi,Configurazione,環境設定,구성,Konfiguracja,Configuração,,การกำหนดค่า,Yapılandırma,Cấu Hình,配置,配置,配置
Studio.RobloxPropertiesWidget.Category.Control,,,Control,Control,التحكم,Steuerung,Control,Contrôle,कंट्रोल,Kontrol,Controllo,操作,제어,Sterowanie,Controles,,การควบคุม,Kontrol,Điều Khiển,控制,控制,控制
Studio.RobloxPropertiesWidget.Category.Controls,,,Controls,Controls,عناصر التحكم,Steuerelemente,Controles,Contrôles,कंट्रोल्स,Kontrol,Controlli,操作,제어,Elementy sterujące,Controles,,การควบคุม,Kontroller,Điều Khiển,控制,控制,控制
Studio.RobloxPropertiesWidget.Category.Cylinder,,,Cylinder,Cylinder,أسطوانة,Zylinder,Cilindro,Cylindre,बेलन,Silinder,Cilindro,円柱,원통,Walec,Cilindro,,ทรงกระบอก,Silindir,Hình Trụ,圆柱,圆柱,圓柱
Studio.RobloxPropertiesWidget.Category.Data,,,Data,Data,البيانات,Daten,Datos,Données,डेटा,Data,Dati,データ,데이터,Dane,Dados,,ข้อมูล,Veri,Dữ Liệu,数据,数据,資料
Studio.RobloxPropertiesWidget.Category.Debug,,,Debug,Debug,تتبُّع الأخطاء,Debuggen,Depuración,Debug,डीबग करें,Debug,Debug,デバッグ,디버그,Debugowanie,Depuração,,Debug,Hata Ayıkla,Gỡ Lỗi,调试,调试,偵錯
Studio.RobloxPropertiesWidget.Category.Debugging,,,Debugging,Debugging,تتبُّع الأخطاء,Debuggen,Depuración,Debugging,डीबग किया जा रहा है,Proses Debug,Debugging,デバッグ,디버깅,Debugowanie,Depurando,,การ Debug,Hata Ayıklama,Đang Gỡ Lỗi,正在调试,正在调试,正在偵錯
Studio.RobloxPropertiesWidget.Category.Derived,,,Derived,Derived,مشتق,Abgeleitet,Derivado,Dérivé,डिराइव किया गया,Turunan,Derivato,派生,파생,Element pochodny,Derivado,,รายการที่ได้มา,Türev,Dẫn Xuất,衍生,衍生,衍生
Studio.RobloxPropertiesWidget.Category.DerivedData,,,Derived Data,Derived Data,بيانات مشتقة,Abgeleitete Daten,Datos derivados,Données dérivées,डिराइव किया गया डेटा,Data Turunan,Dati derivati,派生データ,파생 데이터,Dane pochodne,Dados derivados,,ข้อมูลที่ได้มา,Türetilmiş Veri,Dữ Liệu Dẫn Xuất,衍生数据,衍生数据,衍生資料
Studio.RobloxPropertiesWidget.Category.DerivedWorldData,,,Derived World Data,Derived World Data,بيانات عالمية مشتقة,Abgeleitete Weltdaten,Datos del mundo derivados,Données mondiales dérivées,डिराइव किया गया वर्ल्ड डेटा,Data Dunia Turunan,Dati derivati del mondo,派生世界のデータ,파생 월드 데이터,Dane pochodne świata,Dados do mundo derivado,,ข้อมูลโลกที่ได้มา,Türetilmiş Dünya Verisi,Dữ Liệu Dẫn Xuất Về Thế Giới,衍生世界数据,衍生世界数据,衍生世界資料
Studio.RobloxPropertiesWidget.Category.Diagnostics,,,Diagnostics,Diagnostics,التشخيصات,Diagnose,Diagnósticos,Diagnostiques,डायग्नोस्टिक्स,Diagnostik,Diagnostici,診断,진단,Diagnostyka,Diagnósticos,,การวินิจฉัย,Tanılama,Chẩn Đoán,诊断,诊断,診斷
Studio.RobloxPropertiesWidget.Category.Directories,,,Directories,Directories,الدلائل,Verzeichnisse,Directorios,Répertoires,डिरेक्ट्रीज़,Direktori,Elenchi,一覧,디렉터리,Katalogi,Diretórios,,ไดเรกเทอรี,Dizinler,Thư Mục,目录,目录,目錄
Studio.RobloxPropertiesWidget.Category.Display,,,Display,Display,العرض,Anzeige,Visualización,Afficher,डिस्प्ले,Tampilan,Display,表示,표시,Wyświetl,Tela,,การแสดงผล,Görüntüleme,Hiển Thị,显示,显示,顯示
Studio.RobloxPropertiesWidget.Category.Emission,,,Emission,Emission,الانبعاث,Emission,Emisión,Émission,एमिशन,Pancaran,Emissione,放射,이미션,Emisja,Emissão,,การปล่อย,Emisyon,Phát Thải,释放,释放,發射
