Key,Context,Source,en-us
Studio.App.BreakpointEditDialog.ContinueExecution,,"Continue Execution","Continue Execution"
Studio.App.BreakpointEditDialog.Current,,"(Current)","(Current)"
Studio.App.BreakpointEditDialog.CurrentContext,,"Current Context","Current Context"
Studio.App.BreakpointEditDialog.CustomContext,,"Custom Context","Custom Context"
Studio.App.BreakpointEditDialog.EditCustomContext,,"Edit","Edit"
Studio.App.BreakpointEditDialog.InvalidConditionErrorMessage1,,"Operation '%1' is not allowed for conditional breakpoints","Operation '%1' is not allowed for conditional breakpoints"
Studio.App.BreakpointEditDialog.InvalidLogExpressionErrorMessage1,,"Operation '%1' is not allowed for log expression","Operation '%1' is not allowed for log expression"
Studio.App.BreakpointEditDialog.LogExpression,,"Log Message","Log Message"
Studio.App.BreakpointEditDialog.LogExpressionPlaceholder,,"Example: ""The value of n:"", n","Example: ""The value of n:"", n"
Studio.App.BreakpointEditDialog.LogExpressionRevertedMessage1,,"Invalid log expression '%1' entered previously has been reverted. Please edit again if required.","Invalid log expression '%1' entered previously has been reverted. Please edit again if required."
Studio.App.BreakpointEditDialog.LogExpressionTooltip,,"The log message will be displayed in the Output widget when a Logpoint is hit.","The log message will be displayed in the Output widget when a Logpoint is hit."
Studio.App.BreakpointEditDialog.Options,,"Options","Options"
Studio.App.BreakpointEditDialog.RemoveOnHit,,"Remove Breakpoint on Hit","Remove Breakpoint on Hit"
Studio.App.BreakpointEditDialog.ScriptLocation2,,"%1: line %2","%1: line %2"
Studio.App.BreakpointEditDialog.ServerCustomContext,,"Server","Server"
Studio.App.BreakpointEditDialog.TriggerAt,,"Trigger At","Trigger At"
Studio.App.BulkAudioImportErrors.AudioCostUnverifiedFormat1,"NOTE TO LOCALIZERS: Do not translate the numbers inside the single quotes. For whatever is inside the single quotes, please use ASCII instead.","Verifing the audio cost did not return correctly formatted data. Status Code: '%1'","Verifing the audio cost did not return correctly formatted data. Status Code: '%1'"
Studio.App.BulkAudioImportErrors.AudioUploadErrorCode1,"NOTE TO LOCALIZERS: Do not translate the numbers inside the single quotes. For whatever is inside the single quotes, please use ASCII instead.","Uploading the audio file failed. Status Code: '%1'","Uploading the audio file failed. Status Code: '%1'"
Studio.App.BulkAudioImportErrors.DurationEstimationError,,"The duration estimation error was greater than the acceptable margin of error.","The duration estimation error was greater than the acceptable margin of error."
Studio.App.BulkAudioImportErrors.DurationTooLarge,,"The duration of the audio file is too long.","The duration of the audio file is too long."
Studio.App.BulkAudioImportErrors.FileCorrupted,,"The file is corrupted.","The file is corrupted."
Studio.App.BulkAudioImportErrors.FileSizeEstimationError,,"The file size estimation error was greater than the acceptable margin of error.","The file size estimation error was greater than the acceptable margin of error."
Studio.App.BulkAudioImportErrors.FileTooLarge,,"The file in the request is too large.","The file in the request is too large."
Studio.App.BulkAudioImportErrors.FileTypeNotSupported,,"The file type is not supported.","The file type is not supported."
Studio.App.BulkAudioImportErrors.InsufficentFunds,,"The user/group does not have sufficient funds to publish.","The user/group does not have sufficient funds to publish."
Studio.App.BulkAudioImportErrors.MissingGroupPermissions,,"Missing permissions to spend group funds.","Missing permissions to spend group funds."
Studio.App.BulkAudioImportErrors.RejectedAudio,,"The audio file has already been reviewed and rejected.","The audio file has already been reviewed and rejected."
Studio.App.BulkAudioImportErrors.TooManyRequests,,"Too many requests. Try again later.","Too many requests. Try again later."
Studio.App.BulkAudioImportErrors.UnableToPurchase,,"Error while trying to purchase the product.","Error while trying to purchase the product."
Studio.App.BulkAudioImportErrors.UploadLimitReached,,"Reached your audio upload limit.","Reached your audio upload limit."
Studio.App.BulkAudioImportErrors.UploadUnavailable,,"Audio file could not be uploaded at this time.","Audio file could not be uploaded at this time."
Studio.App.BulkImportController.AllSupportedTypes1,,"All Supported Types (%1)","All Supported Types (%1)"
Studio.App.BulkImportController.AllSupportedTypes2,,"All Supported Types (%1 %2);;Images (%1);;Meshes (%2)","All Supported Types (%1 %2);;Images (%1);;Meshes (%2)"
Studio.App.BulkImportController.AlreadyBusy,,"Already busy importing. Please try again later.","Already busy importing. Please try again later."
Studio.App.BulkImportController.BusyCancelingPleaseTryAgainLater,,"Busy canceling. Please try again later.","Busy canceling. Please try again later."
Studio.App.BulkImportController.BusySplitting,,"Already busy mesh splitting. Please try again later.","Already busy mesh splitting. Please try again later."
Studio.App.BulkImportController.CancelledBeforeProcessing,,"Some files were not uploaded.","Some files were not uploaded."
Studio.App.BulkImportController.CouldNotStart,,"Could not start mesh splitting. Please restart Studio or contact support if the problem persists.","Could not start mesh splitting. Please restart Studio or contact support if the problem persists."
Studio.App.BulkImportController.EmptyListToSplit,,"Got an empty list of assets to split. Please try again or contact support if the problem persists.","Got an empty list of assets to split. Please try again or contact support if the problem persists."
Studio.App.BulkImportController.EmptyListToSpliut,,"Got an empty list of assets to split. Please try again or contact support if the problem persists.","Got an empty list of assets to split. Please try again or contact support if the problem persists."
Studio.App.BulkImportController.GotEmptyList,,"Got an empty list of files to import. Please try again or contact support if the problem persists.","Got an empty list of files to import. Please try again or contact support if the problem persists."
Studio.App.BulkImportController.ImagesSupportedTypes1,"NOTE TO LOCALIZERS: Do not translate the parentheses (), whatever is inside the parentheses, or any other special characters, use ASCII instead.","Images (%1)","Images (%1)"
Studio.App.BulkImportController.MeshesSupportedTypes1,"NOTE TO LOCALIZERS: Do not translate the parentheses (), whatever is inside the parentheses, or any other special characters, use ASCII instead.","Meshes (%1)","Meshes (%1)"
Studio.App.BulkImportController.TooManyFiles1,,"You cannot import more than %1 files at a time.","You cannot import more than %1 files at a time."
Studio.App.BulkImportController.TooManyFiles2,,"You cannot import more than %1 assets at a time. The %2 file(s) you selected exceeds the limit. Please re-select file to import.","You cannot import more than %1 assets at a time. The %2 file(s) you selected exceeds the limit. Please re-select file to import."
Studio.App.BulkImportController.TooManyToSplit,,"You cannot split more than %1 files at a time.","You cannot split more than %1 files at a time."
Studio.App.BulkImportController.TryAgain,,"Did not get a result. Please try again or contact support if the problem persists.","Did not get a result. Please try again or contact support if the problem persists."
Studio.App.BulkImportController.UnknownError,,"An unknown error occurred. Please try again or contact support if the problem persists.","An unknown error occurred. Please try again or contact support if the problem persists."
Studio.App.BulkImportController.UnsupportedAsset,,"List of files contains unsupported asset type. Please try again or contact support if the problem persists.","List of files contains unsupported asset type. Please try again or contact support if the problem persists."
Studio.App.BulkVideoImportErrors.BitrateTooHigh,,"The bitrate of the file is too high.","The bitrate of the file is too high."
Studio.App.BulkVideoImportErrors.ContentModerated,,"The video is moderated.","The video is moderated."
Studio.App.BulkVideoImportErrors.DurationTooLong,,"The duration of the file is too long.","The duration of the file is too long."
Studio.App.BulkVideoImportErrors.FileCorrupted,,"The file is corrupted.","The file is corrupted."
Studio.App.BulkVideoImportErrors.IdVerificationError,,"Age ID verification is required.","Age ID verification is required."
Studio.App.BulkVideoImportErrors.InsufficientFunds,,"Insufficient Robux.","Insufficient Robux."
Studio.App.BulkVideoImportErrors.NoVideoStream,,"No video stream is found in the file.","No video stream is found in the file."
Studio.App.BulkVideoImportErrors.PermissionDenied,,"Permission is denied.","Permission is denied."
Studio.App.BulkVideoImportErrors.ProcessError,,"An error occurred during video processing.","An error occurred during video processing."
Studio.App.BulkVideoImportErrors.ProcessProgress1,"Display the video processing progress in percent.","Processing: %1%","Processing: %1%"
Studio.App.BulkVideoImportErrors.ResourceExhausted,,"Video upload limit is reached.","Video upload limit is reached."
Studio.App.BulkVideoImportErrors.TooManyAudioStreams,,"Too many audio streams are found in the file.","Too many audio streams are found in the file."
Studio.App.BulkVideoImportErrors.TooManyVideoStreams,,"Too many video streams are found in the file.","Too many video streams are found in the file."
Studio.App.BulkVideoImportErrors.UnsupportedAudioChannelCount,,"Unsupported audio channel count.","Unsupported audio channel count."
Studio.App.BulkVideoImportErrors.UnsupportedAudioCodec,,"Unsupported audio codec.","Unsupported audio codec."
Studio.App.BulkVideoImportErrors.UnsupportedAudioSampleFormat,,"Unsupported audio sample format.","Unsupported audio sample format."
Studio.App.BulkVideoImportErrors.UnsupportedAudioSampleRate,,"Unsupported audio sample rate.","Unsupported audio sample rate."
Studio.App.BulkVideoImportErrors.UnsupportedFileType,,"Unsupported file type.","Unsupported file type."
Studio.App.BulkVideoImportErrors.UnsupportedVideoCodec,,"Unsupported video codec.","Unsupported video codec."
Studio.App.BulkVideoImportErrors.UnsupportedVideoColorSpace,,"Unsupported video color space.","Unsupported video color space."
Studio.App.BulkVideoImportErrors.UnsupportedVideoFrameRate,,"Unsupported video frame rate.","Unsupported video frame rate."
Studio.App.BulkVideoImportErrors.UnsupportedVideoPixelFormat,,"Unsupported video pixel format.","Unsupported video pixel format."
Studio.App.BulkVideoImportErrors.UnsupportedVideoResolution,,"Unsupported video resolution.","Unsupported video resolution."
Studio.App.BulkVideoImportErrors.UploadError,,"An error occurred during video uploading.","An error occurred during video uploading."
Studio.App.BulkVideoImportErrors.UploadProgress1,"Display the video uploading progress in percent.","Uploading: %1%","Uploading: %1%"
Studio.App.BulkVideoImportErrors.ValidationError,"Deprecated. Will remove soon.","The file does not meet our requirement.","The file does not meet our requirement."
Studio.App.Category.Advanced,,"Advanced","Advanced"
Studio.App.Category.Appearance,,"Appearance","Appearance"
Studio.App.Category.Audio,,"Audio","Audio"
Studio.App.Category.AutoRecovery,,"Auto-Recovery","Auto-Recovery"
Studio.App.Category.AutoSave,,"Auto-Save","Auto-Save"
Studio.App.Category.Benchmarking,,"Benchmarking","Benchmarking"
Studio.App.Category.Browsing,,"Browsing","Browsing"
Studio.App.Category.Cache,,"Cache","Cache"
Studio.App.Category.Camera,,"Camera","Camera"
Studio.App.Category.Configuration,,"Configuration","Configuration"
Studio.App.Category.Data,,"Data","Data"
Studio.App.Category.Debug,,"Debug","Debug"
Studio.App.Category.DeviceDeployment,,"Device Deployment","Device Deployment"
Studio.App.Category.Diagnostics,,"Diagnostics","Diagnostics"
Studio.App.Category.Directories,,"Directories","Directories"
Studio.App.Category.Display,,"Display","Display"
Studio.App.Category.Errors,,"Errors","Errors"
Studio.App.Category.Explorer,,"Explorer","Explorer"
Studio.App.Category.GarbageCollection,,"Garbage Collection","Garbage Collection"
Studio.App.Category.General,,"General","General"
Studio.App.Category.Input,,"Input","Input"
Studio.App.Category.Limits,,"Limits","Limits"
Studio.App.Category.LuaDebugger,,"Lua Debugger","Lua Debugger"
Studio.App.Category.Network,,"Network","Network"
Studio.App.Category.Online,,"Online","Online"
Studio.App.Category.Output,,"Output","Output"
Studio.App.Category.Performance,,"Performance","Performance"
Studio.App.Category.Physics,,"Physics","Physics"
Studio.App.Category.PrimaryPart,,"Primary Part","Primary Part"
Studio.App.Category.Profile,,"Profile","Profile"
Studio.App.Category.ProxySettings,,"Proxy Settings","Proxy Settings"
Studio.App.Category.Script,,"Script","Script"
Studio.App.Category.ScriptEditor,,"Script Editor","Script Editor"
Studio.App.Category.ScriptEditorColors,,"Script Editor Colors","Script Editor Colors"
Studio.App.Category.Settings,,"Settings","Settings"
Studio.App.Category.Sound,,"Sound","Sound"
Studio.App.Category.Test,,"Test","Test"
Studio.App.Category.Tools,,"Tools","Tools"
Studio.App.Category.Undo,,"Undo","Undo"
Studio.App.Category.Video,,"Video","Video"
Studio.App.Category.Visualization,,"Visualization","Visualization"
Studio.App.ConnectionIndicatorDialog.DelayedConnectionMessage,,"Weak connection","Weak connection"
Studio.App.ConnectionIndicatorDialog.DelayedConnectionTip,,"Check your internet connection to avoid delays during saves and collaboration.","Check your internet connection to avoid delays during saves and collaboration."
Studio.App.ConnectionIndicatorDialog.DelayedConnectionTitle,,"Changes may be delayed","Changes may be delayed"
Studio.App.ConnectionIndicatorDialog.DisconnectedTitle,,"Disconnected","Disconnected"
Studio.App.ConnectionIndicatorDialog.GoodConnectionMessage,,"Connection established","Connection established"
Studio.App.ConnectionIndicatorDialog.GoodConnectionTitle,,"Changes synced to Team Create","Changes synced to Team Create"
Studio.App.ConnectionIndicatorDialog.PlaceSizeApproachingLimitMessage,"Subtitle  for notification warning place size is getting too large","Approaching Size Limit","Approaching Size Limit"
Studio.App.ConnectionIndicatorDialog.PlaceSizeApproachingLimitTip1,"Message specifying the size limit in Studio and that their place is getting close to that size","Your place is nearing the stable size limit. Consider reducing its size to avoid issues with saving and publishing. <a href='%1'>Learn More</a>","Your place is nearing the stable size limit. Consider reducing its size to avoid issues with saving and publishing. <a href='%1'>Learn More</a>"
Studio.App.ConnectionIndicatorDialog.PlaceSizeApproachingLimitTitle,"Title for notification warning place size is getting too large","Saving To Roblox Warning","Saving To Roblox Warning"
Studio.App.ConnectionIndicatorDialog.PlaceSizeTooLargeMessage,"Subtitle for notification alert that place size has gotten too large","Place Too Large","Place Too Large"
Studio.App.ConnectionIndicatorDialog.PlaceSizeTooLargeTip,"Message for notification alert that place size has gotten too large","Your place has exceeded the stable size limit. Please reduce its size to enable saving again. Attempt place save again after making changes.","Your place has exceeded the stable size limit. Please reduce its size to enable saving again. Attempt place save again after making changes."
Studio.App.ConnectionIndicatorDialog.PlaceSizeTooLargeTip1,"Message for notification alert that place size has gotten too large","Reduce its size to enable saving and publishing again. For now, it's being backed up with Auto Recovery. <a href='%1'>Learn More</a>","Reduce its size to enable saving and publishing again. For now, it's being backed up with Auto Recovery. <a href='%1'>Learn More</a>"
Studio.App.ConnectionIndicatorDialog.PlaceSizeTooLargeTitle,"Title for notification alert that place size has gotten too large and they won't be able to save","Saving to Roblox disabled","Saving to Roblox disabled"
Studio.App.ContextMenuDropdown.Archive,"Archive a game","Archive","Archive"
Studio.App.ContextMenuDropdown.ConfigureGame,,"Configure game","Configure game"
Studio.App.ContextMenuDropdown.ConfigurePlace,,"Configure place","Configure place"
Studio.App.ContextMenuDropdown.DisableTeamCreate,,"Disable Team Create","Disable Team Create"
Studio.App.ContextMenuDropdown.EnableTeamCreate,,"Enable Team Create","Enable Team Create"
Studio.App.ContextMenuDropdown.MakePrivate,,"Make private","Make private"
Studio.App.ContextMenuDropdown.MakePublic,,"Make public","Make public"
Studio.App.ContextMenuDropdown.OpenPlacePage,,"Open place page","Open place page"
Studio.App.ContextMenuDropdown.RemoveFromList,,"Remove from list","Remove from list"
Studio.App.ContextMenuDropdown.Restore,,"Restore","Restore"
Studio.App.CreateNewGameWidget.CreateNewGame,,"Create New Game","Create New Game"
Studio.App.CreateNewGameWidget.GroupHasNoArchivedGames,,"This group doesn't have any archived games","This group doesn't have any archived games"
Studio.App.CreateNewGameWidget.GroupHasNoGames,,"This group doesn't have any games","This group doesn't have any games"
Studio.App.CreateNewGameWidget.LearnMore,,"Learn More","Learn More"
Studio.App.CreateNewGameWidget.NoArchivedGames,,"You don't have any archived games","You don't have any archived games"
Studio.App.CreateNewGameWidget.NoArchivedGamesFound,,"No archived games found","No archived games found"
Studio.App.CreateNewGameWidget.NoEditInvitations,,"You haven't been invited to edit any games","You haven't been invited to edit any games"
Studio.App.CreateNewGameWidget.NoGamesFound,,"No games found","No games found"
Studio.App.CreateNewGameWidget.NoRecentEditedGames,,"You haven't edited any games recently","You haven't edited any games recently"
Studio.App.CreateNewGameWidget.YouDontHaveAnyGames,,"You don't have any games","You don't have any games"
Studio.App.DebuggerUIUtilities.Breakpoint,,"Breakpoint","Breakpoint"
Studio.App.DebuggerUIUtilities.BreakpointsDisabledLinkedSource,,"Breakpoints are currently disabled for LinkedSource.","Breakpoints are currently disabled for LinkedSource."
Studio.App.DebuggerUIUtilities.DeleteBreakpoint,,"Delete Breakpoint","Delete Breakpoint"
Studio.App.DebuggerUIUtilities.DeleteLogpoint,,"Delete Logpoint","Delete Logpoint"
Studio.App.DebuggerUIUtilities.DisableBreakpoint,,"Disable Breakpoint","Disable Breakpoint"
Studio.App.DebuggerUIUtilities.DisableLogpoint,,"Disable Logpoint","Disable Logpoint"
Studio.App.DebuggerUIUtilities.EditBreakpointElps,,"Edit Breakpoint...","Edit Breakpoint..."
Studio.App.DebuggerUIUtilities.EditLogpointElps,,"Edit Logpoint...","Edit Logpoint..."
Studio.App.DebuggerUIUtilities.EnableBreakpoint,,"Enable Breakpoint","Enable Breakpoint"
Studio.App.DebuggerUIUtilities.EnableLogpoint,,"Enable Logpoint","Enable Logpoint"
Studio.App.DebuggerUIUtilities.InsertBreakpoint,,"Insert Breakpoint","Insert Breakpoint"
Studio.App.DebuggerUIUtilities.InsertConditionalBreakpointElps,,"Insert Conditional Breakpoint...","Insert Conditional Breakpoint..."
Studio.App.DebuggerUIUtilities.InsertContextualBreakpoint,,"Insert Contextual Breakpoint","Insert Contextual Breakpoint"
Studio.App.DebuggerUIUtilities.InsertLogpointElps,,"Insert Logpoint...","Insert Logpoint..."
Studio.App.DebuggerUIUtilities.InsertTemporaryBreakpointElps,,"Insert Temporary Breakpoint","Insert Temporary Breakpoint"
Studio.App.DebuggerUIUtilities.ScriptNotAvailable,,"The script is currently not available because it is not loaded into the Client data model yet. Once the Client data model starts executing, the script will be available.","The script is currently not available because it is not loaded into the Client data model yet. Once the Client data model starts executing, the script will be available."
Studio.App.DirtyPublishWarningDialog.CommitAllButton,,"Commit All","Commit All"
Studio.App.DirtyPublishWarningDialog.CommittedStatus,,"Committed","Committed"
Studio.App.DirtyPublishWarningDialog.FailedToGetOpenDrafts1,,"Failed to load draft list: %1","Failed to load draft list: %1"
Studio.App.DirtyPublishWarningDialog.LearnMoreLink,,"Learn More","Learn More"
Studio.App.DirtyPublishWarningDialog.PublishButton,,"Publish","Publish"
Studio.App.DirtyPublishWarningDialog.ScriptNameColumn,,"Script Name","Script Name"
Studio.App.DirtyPublishWarningDialog.ScriptStatusColumn,,"Status","Status"
Studio.App.DirtyPublishWarningDialog.Title,,"Uncommitted Scripts","Uncommitted Scripts"
Studio.App.DirtyPublishWarningDialog.UncommittedStatus,,"Uncommitted","Uncommitted"
Studio.App.DirtyPublishWarningDialog.WarningText,,"The following scripts are uncommitted and will not be published with the place. The Drafts widget can be used to commit them. Do you want publish without these script changes?","The following scripts are uncommitted and will not be published with the place. The Drafts widget can be used to commit them. Do you want publish without these script changes?"
Studio.App.DmDiffUI.Added1,,"%1 (added)","%1 (added)"
Studio.App.DmDiffUI.Compare,,"Compare","Compare"
Studio.App.DmDiffUI.Deleted1,,"%1 (deleted)","%1 (deleted)"
Studio.App.DmDiffUI.DescendantChangesToolTip1,,"%1 descendant change(s)","%1 descendant change(s)"
Studio.App.DmDiffUI.Error,,"Diff views for older versions are not supported","Diff views for older versions are not supported"
Studio.App.DmDiffUI.Properties,,"Properties","Properties"
Studio.App.DmDiffUI.Title1,,"%1 Diff Viewer","%1 Diff Viewer"
Studio.App.DmDiffUI.Version.Error,,"Diffs are not available for older versions. Select or create a newer version to compare.","Diffs are not available for older versions. Select or create a newer version to compare."
Studio.App.DmDiffUI.Visual.Diff.Tab,,"Visual Overview","Visual Overview"
Studio.App.DmDiffUI.with,,"with","with"
Studio.App.DraftsServiceHost.CommitRejected,,"Some of the scripts cannot be committed.
Please check their status first.","Some of the scripts cannot be committed.
Please check their status first."
Studio.App.DraftsServiceHost.CommitRejectedInProgress,,"Server rejected commit.
Someone else is committing changes.","Server rejected commit.
Someone else is committing changes."
Studio.App.DraftsServiceHost.CommitRejectedInternalError,,"Server rejected commit due to internal error.
Please try again later","Server rejected commit due to internal error.
Please try again later"
Studio.App.DraftsServiceHost.CommitRejectedTitle,,"Script Commit Failure","Script Commit Failure"
Studio.App.DraftsServiceHost.ConfirmScriptDeleteButton,,"Delete","Delete"
Studio.App.DraftsServiceHost.ConfirmScriptDeleteMine1,,"Are you sure you want to delete %1 from the place?

You have uncommitted edits on this script","Are you sure you want to delete %1 from the place?

You have uncommitted edits on this script"
Studio.App.DraftsServiceHost.ConfirmScriptDeleteMultiple1,,"Are you sure you want to delete these %1 scripts from the place?

You and/or other people have uncommitted edits on %1 of these scripts","Are you sure you want to delete these %1 scripts from the place?

You and/or other people have uncommitted edits on %1 of these scripts"
Studio.App.DraftsServiceHost.ConfirmScriptDeleteOthers1,,"Are you sure you want to delete %1 from the place?

Other people have uncommitted edits on this script","Are you sure you want to delete %1 from the place?

Other people have uncommitted edits on this script"
Studio.App.DraftsServiceHost.IsTeamTest,,"Local changes to drafts are not available in Team Test","Local changes to drafts are not available in Team Test"
Studio.App.DraftsServiceHost.MultiScriptDiffsWarning1,,"Opening more than %1 diff(s) at once may affect Studio's performance. Open anyway?","Opening more than %1 diff(s) at once may affect Studio's performance. Open anyway?"
Studio.App.DraftsServiceHost.NoDataModel,,"The DataModel is not available","The DataModel is not available"
Studio.App.DraftsServiceHost.NoDraftsService,,"DraftsService is not available","DraftsService is not available"
Studio.App.DraftsServiceHost.NotTeamCreate,,"Enable Team Create to use Drafts","Enable Team Create to use Drafts"
Studio.App.DraftsServiceHost.ServerCompareRemoved1,,"Unable to compare draft '%1' with server version because script has been removed from Workspace","Unable to compare draft '%1' with server version because script has been removed from Workspace"
Studio.App.DraftsServiceHost.UncommittedDraftsWarning1,,"Script changes are local and are not published until committed. <a href=%1>Learn More</a>","Script changes are local and are not published until committed. <a href=%1>Learn More</a>"
Studio.App.DraftsServiceHost.UpdateCacheMissing1,,"Unable to update draft '%1' because local cache missing data","Unable to update draft '%1' because local cache missing data"
Studio.App.DraftsServiceHost.UpdateRemoved1,,"Unable to update draft '%1' because script has been removed from Workspace","Unable to update draft '%1' because script has been removed from Workspace"
Studio.App.EmbeddedFindReplaceWidget.Close,,"Close","Close"
Studio.App.EmbeddedFindReplaceWidget.Filter,,"Filter","Filter"
Studio.App.EmbeddedFindReplaceWidget.KofNMatch,,"%1 of %2 matches","%1 of %2 matches"
Studio.App.EmbeddedFindReplaceWidget.KofNMatch2,,"%1 of %2 matches","%1 of %2 matches"
Studio.App.EmbeddedFindReplaceWidget.KofOneMatch1,,"%1 of 1 match","%1 of 1 match"
Studio.App.EmbeddedFindReplaceWidget.MatchCase,,"Match Case","Match Case"
Studio.App.EmbeddedFindReplaceWidget.MatchWholeWord,,"Match Whole Word","Match Whole Word"
Studio.App.EmbeddedFindReplaceWidget.NMatches1,,"%1 matches","%1 matches"
Studio.App.EmbeddedFindReplaceWidget.OneMatch,,"1 match","1 match"
Studio.App.EmbeddedFindReplaceWidget.RegularExpression,,"Regular Expression","Regular Expression"
Studio.App.EmbeddedFindReplaceWidget.ReplaceAll,,"Replace All","Replace All"
Studio.App.EmbeddedFindReplaceWidget.ReplaceNext,,"Replace Next","Replace Next"
Studio.App.EmulatorMainWidget.ActualResolution,,"Actual Resolution","Actual Resolution"
Studio.App.EmulatorMainWidget.AmazonFire102019,"Emulation devices","Amazon Fire HD 10 (2019)","Amazon Fire HD 10 (2019)"
Studio.App.EmulatorMainWidget.Android,,"Android","Android"
Studio.App.EmulatorMainWidget.AndroidTV,,"AndroidTV","AndroidTV"
Studio.App.EmulatorMainWidget.AndroidTV1080p,"In device emulator for studio, this is the name of a generic 1080p android TV.","Android TV 1080p","Android TV 1080p"
Studio.App.EmulatorMainWidget.AverageLaptop,"Emulation devices","Average Laptop","Average Laptop"
Studio.App.EmulatorMainWidget.BeOS,,"BeOS","BeOS"
Studio.App.EmulatorMainWidget.CalibratePhysicalScaling,,"Calibrate Physical Scaling","Calibrate Physical Scaling"
Studio.App.EmulatorMainWidget.Chromecast,,"Chromecast","Chromecast"
Studio.App.EmulatorMainWidget.ConsoleSectionName,,"Console","Console"
Studio.App.EmulatorMainWidget.CustomDeviceSectionName,,"Custom Device","Custom Device"
Studio.App.EmulatorMainWidget.CustomDevicesSectionName,,"Custom Devices","Custom Devices"
Studio.App.EmulatorMainWidget.DOS,,"DOS","DOS"
Studio.App.EmulatorMainWidget.Default,"Emulation devices","Default","Default"
Studio.App.EmulatorMainWidget.DesktopSectionName,,"Desktop","Desktop"
Studio.App.EmulatorMainWidget.FitToWindow,,"Fit to Window","Fit to Window"
Studio.App.EmulatorMainWidget.HD1080,"Emulation devices, an average high definition (HD) 1920x1080 screen","HD 1080","HD 1080"
Studio.App.EmulatorMainWidget.HD720,"Emulation devices, an average high definition (HD) 1280x720 screen","HD 720","HD 720"
Studio.App.EmulatorMainWidget.IPad2,"Emulation devices","iPad 2","iPad 2"
Studio.App.EmulatorMainWidget.IPad6thGeneration,"Emulation devices","iPad 6th Generation","iPad 6th Generation"
Studio.App.EmulatorMainWidget.IPad7thGeneration,"Emulation devices","iPad 7th Generation","iPad 7th Generation"
Studio.App.EmulatorMainWidget.IPadMini1stGeneration,"Emulation devices","iPad Mini 1st Generation","iPad Mini 1st Generation"
Studio.App.EmulatorMainWidget.IPadPro3rdGeneration,"Emulation devices","iPad Pro 3rd Generation","iPad Pro 3rd Generation"
Studio.App.EmulatorMainWidget.IPhone14Pro,"Emulation devices","iPhone 14 Pro","iPhone 14 Pro"
Studio.App.EmulatorMainWidget.IPhone4s,"Emulation devices","iPhone 4S","iPhone 4S"
Studio.App.EmulatorMainWidget.IPhone5,"Emulation devices","iPhone 5","iPhone 5"
Studio.App.EmulatorMainWidget.IPhone6,"Emulation devices","iPhone 6","iPhone 6"
Studio.App.EmulatorMainWidget.IPhone6Plus,"Emulation devices","iPhone 6 Plus","iPhone 6 Plus"
Studio.App.EmulatorMainWidget.IPhone7,"Emulation devices","iPhone 7","iPhone 7"
Studio.App.EmulatorMainWidget.IPhone7Plus,"Emulation devices","iPhone 7 Plus","iPhone 7 Plus"
Studio.App.EmulatorMainWidget.IPhoneX,"Emulation devices","iPhone X","iPhone X"
Studio.App.EmulatorMainWidget.IPhoneXFullscreen,"Emulation devices","iPhone X Fullscreen","iPhone X Fullscreen"
Studio.App.EmulatorMainWidget.IPhoneXR,"Emulation devices","iPhone XR","iPhone XR"
Studio.App.EmulatorMainWidget.IPhoneXRFullscreen,"Emulation devices","iPhone XR Fullscreen","iPhone XR Fullscreen"
Studio.App.EmulatorMainWidget.Landscape,,"Landscape","Landscape"
Studio.App.EmulatorMainWidget.LandscapeLeft,,"LandscapeLeft","LandscapeLeft"
Studio.App.EmulatorMainWidget.LandscapeLeftSpace,,"Landscape Left","Landscape Left"
Studio.App.EmulatorMainWidget.LandscapeRight,,"LandscapeRight","LandscapeRight"
Studio.App.EmulatorMainWidget.LandscapeRightSpace,,"Landscape Right","Landscape Right"
Studio.App.EmulatorMainWidget.LandscapeSensor,,"LandscapeSensor","LandscapeSensor"
Studio.App.EmulatorMainWidget.Linux,,"Linux","Linux"
Studio.App.EmulatorMainWidget.ManageDevices,,"Manage Devices","Manage Devices"
Studio.App.EmulatorMainWidget.MetaOS,,"MetaOS","MetaOS"
Studio.App.EmulatorMainWidget.MetaQuest2,"VR Emulation devices","Meta Quest 2","Meta Quest 2"
Studio.App.EmulatorMainWidget.MetaQuest3,"VR Emulation devices","Meta Quest 3","Meta Quest 3"
Studio.App.EmulatorMainWidget.MockAndroidBackButton,,"Simulate a click on the Android Back button","Simulate a click on the Android Back button"
Studio.App.EmulatorMainWidget.ModeNotEnabledMessage1,,"%1 mode is not enabled for your game. To enable it, %2 set the ","%1 mode is not enabled for your game. To enable it, %2 set the "
Studio.App.EmulatorMainWidget.ModeNotEnabledMessage2,,"setting of StarterGui to","setting of StarterGui to"
Studio.App.EmulatorMainWidget.ModeNotEnabledMessageOr,,"or","or"
Studio.App.EmulatorMainWidget.ModeNotEnabledTitle,,"%1 Not Enabled","%1 Not Enabled"
Studio.App.EmulatorMainWidget.NX,,"NX","NX"
Studio.App.EmulatorMainWidget.None,,"None","None"
Studio.App.EmulatorMainWidget.OSX,,"OSX","OSX"
Studio.App.EmulatorMainWidget.Ouya,,"Ouya","Ouya"
Studio.App.EmulatorMainWidget.PS3,,"PS3","PS3"
Studio.App.EmulatorMainWidget.PS4,,"PS4","PS4"
Studio.App.EmulatorMainWidget.PS5,,"PS5","PS5"
