Key,Context,Source,en-us
Studio.Actions.TBD,,TBD,TBD
Studio.App.RobloxRibbonMainWindow.EditPivot,,Edit Pivot,Edit Pivot
Studio.App.RobloxRibbonMainWindow.EditPivotTooltip,,Edit the point around which the selected object rotates and translates,Edit the point around which the selected object rotates and translates
Studio.App.RobloxRibbonMainWindow.ClearPivot,Button to reset the pivot of the selected objects,Reset,Reset
Studio.App.RobloxRibbonMainWindow.ClearPivotTooltip,,Reset the pivots of the selected objects,Reset the pivots of the selected objects
Studio.App.RobloxRibbonMainWindow.TogglePivotSnap,Whether the pivot tool snaps the pivot to the corners of objects,Snap,Snap
Studio.App.RobloxRibbonMainWindow.TogglePivotSnapTooltip,,"Does the pivot snap to hotspots (corners, edges, face centers) of the hovered object?","Does the pivot snap to hotspots (corners, edges, face centers) of the hovered object?"
Studio.App.RobloxRibbonMainWindow.GlobalWindControl,,Wind Direction,Wind Direction
Studio.App.RobloxRibbonMainWindow.GlobalWindControlTooltip,,Show Wind Direction,Show Wind Direction
Studio.App.RobloxRibbonMainWindow.MaterialManager,,Material Manager,Material Manager
Studio.App.RobloxRibbonMainWindow.MaterialManagerToolTip,,"Manage, select, and apply materials","Manage, select, and apply materials"
Studio.App.RobloxRibbonMainWindow.MaterialGenerator,,Material Generator,Material Generator
Studio.App.RobloxRibbonMainWindow.MaterialGeneratorToolTip,,Create AI generated materials through a text prompt,Create AI generated materials through a text prompt
Studio.App.RobloxRibbonMainWindow.LayeredClothingEditor,,Accessory Fitting Tool,Accessory Fitting Tool
Studio.App.RobloxRibbonMainWindow.LayeredClothingEditorTooltip,,Edit and Preview Cage Mesh for Clothing and Accessories.,Edit and Preview Cage Mesh for Clothing and Accessories.
Studio.App.RobloxRibbonMainWindow.CreateAccessory,,Create Accessory,Create Accessory
Studio.App.RobloxRibbonMainWindow.CreateAccessoryTooltip,,Select one or multiple Models to convert into Accessories,Select one or multiple Models to convert into Accessories
Studio.App.RobloxRibbonMainWindow.BulkCreateAccessories,,Bulk Create Accessories,Bulk Create Accessories
Studio.App.RobloxRibbonMainWindow.Import3D,,Import 3D,Import 3D
Studio.App.RobloxRibbonMainWindow.MeshImporterTooltip,,Import a mesh rig or avatar from a file using the import UI.,Import a mesh rig or avatar from a file using the import UI.
Studio.App.RobloxRibbonMainWindow.RigBuilder,,Rig Builder,Rig Builder
Studio.App.RobloxRibbonMainWindow.RigBuilderTooltip,,Insert rigs to animate,Insert rigs to animate
Studio.App.RobloxRibbonMainWindow.AnimationEditor,,Animation Editor,Animation Editor
Studio.App.RobloxRibbonMainWindow.AnimationEditorTooltip,,"Create, preview, and publish Animation clips","Create, preview, and publish Animation clips"
Studio.App.RobloxRibbonMainWindow.R15Migrator,,R15 Migrator,R15 Migrator
Studio.App.RobloxRibbonMainWindow.R15MigratorFinalize,,Finalize Conversion,Finalize Conversion
Studio.App.RobloxRibbonMainWindow.R15MigratorFinalizeTooltip,,Clean up temporary instances used for avatar compatability and backup data used during the conversion process.,Clean up temporary instances used for avatar compatability and backup data used during the conversion process.
Studio.App.RobloxRibbonMainWindow.R15MigratorTooltip,,Tools to migrate avatars and scripts to R15,Tools to migrate avatars and scripts to R15
Studio.App.RobloxRibbonMainWindow.RobloxClassic,,Roblox Classic,Roblox Classic
Studio.App.RobloxRibbonMainWindow.RobloxClassicTooltip,,Tools to create Roblox Classic experiences,Tools to create Roblox Classic experiences
Studio.App.MainWindow.OpenFromFilePrompt,Main Window,Open from File...,Open from File...
Studio.App.MainWindow.OpenExistingLocalFile,Main Window,Open an existing local file,Open an existing local file
Studio.App.MainWindow.OpenFromRobloxPrompt,Main Window,Open from Roblox...,Open from Roblox...
Studio.App.MainWindow.OpenRecentGameRoblox,Main Window,Open a recent Game from Roblox,Open a recent Game from Roblox
Studio.App.RBXMainWindow.SelectAll,,Select All,Select All
Studio.App.RobloxRibbonMainWindow.LockTool,,Lock Tool,Lock Tool
Studio.App.RobloxRibbonMainWindow.Anchor,,Anchor ,Anchor 
Studio.App.RobloxRibbonMainWindow.ToggleSelectionAnchor,,Anchor/Unanchor the selected parts,Anchor/Unanchor the selected parts
Studio.App.RobloxRibbonMainWindow.Move,,Move,Move
Studio.App.RobloxRibbonMainWindow.MoveAnObject,,Move an Object,Move an Object
Studio.App.RobloxRibbonMainWindow.RotateAnObject,,Rotate an Object,Rotate an Object
Studio.App.RobloxRibbonMainWindow.Transform,,Transform,Transform
Studio.App.RobloxRibbonMainWindow.PreciselyManipulateAnObject,,Precisely manipulate an object,Precisely manipulate an object
Studio.App.RobloxRibbonMainWindow.AlignTool,,Align Tool,Align Tool
Studio.App.RobloxRibbonMainWindow.AlignToolTooltip,,Align the selected parts and models,Align the selected parts and models
Studio.App.RBXMainWindow.ZoomIn,,Zoom In,Zoom In
Studio.App.RBXMainWindow.ZoomOut,,Zoom Out,Zoom Out
Studio.App.RBXMainWindow.TiltUp,,Tilt Up,Tilt Up
Studio.App.RBXMainWindow.TiltDown,,Tilt Down,Tilt Down
Studio.App.RBXMainWindow.PanRight,,Pan Right,Pan Right
Studio.App.RBXMainWindow.PanLeft,,Pan Left,Pan Left
Studio.App.RBXMainWindow.OpenSelectedScript,,Open selected script,Open selected script
Studio.App.VersionHistoryDialog.OpenDialog,,View Script History,View Script History
Studio.App.PlaceVersionHistoryDialog.ViewHistory,,View History,View History
Studio.Common.Action.Cut,,Cut,Cut
Studio.App.RobloxRibbonMainWindow.CutSelectedText,,Cut selected text,Cut selected text
Studio.App.RobloxRibbonMainWindow.CopySelectedText,,Copy selected text,Copy selected text
Studio.Common.Action.Paste,,Paste,Paste
Studio.App.RobloxRibbonMainWindow.PasteItemInClipboard,,Paste item in clipboard,Paste item in clipboard
Studio.App.RBXMainWindow.PasteAtOriginalLocation,,Paste At Original Location,Paste At Original Location
Studio.App.RBXMainWindow.Group,,Group As a Model,Group As a Model
Studio.App.RobloxRibbonMainWindow.GroupsPartsIntoModel,,Group the selected parts into a new Model,Group the selected parts into a new Model
Studio.App.RBXMainWindow.GroupFolder,,Group As a Folder,Group As a Folder
Studio.App.RobloxRibbonMainWindow.GroupsPartsIntoFolder,,Group the selected Instances into a new Folder,Group the selected Instances into a new Folder
Studio.App.RBXMainWindow.Ungroup,,Ungroup,Ungroup
Studio.App.RobloxRibbonMainWindow.UngroupModel,,Ungroup the model into the original parts,Ungroup the model into the original parts
Studio.App.RBXMainWindow.MoveUpBrick,,Move Up Brick,Move Up Brick
Studio.App.RBXMainWindow.MoveUp,,Move Up,Move Up
Studio.App.RBXMainWindow.MoveDown,,Move Down,Move Down
Studio.App.RBXMainWindow.RotateObjects,,Rotate objects,Rotate objects
Studio.App.RBXMainWindow.Tilt,,Tilt,Tilt
Studio.App.RBXMainWindow.TiltObjects,,Tilt objects,Tilt objects
Studio.App.RBXMainWindow.ToggleClientServer,,Click to toggle between client and server mode,Click to toggle between client and server mode
Studio.App.RBXMainWindow.RenderStats,,Render Stats,Render Stats
Studio.App.RobloxRibbonMainWindow.Render,,Render,Render
Studio.App.RobloxRibbonMainWindow.Network,,Network,Network
Studio.App.RobloxRibbonMainWindow.Physics,,Physics,Physics
Studio.App.RobloxRibbonMainWindow.Summary,,Summary,Summary
Studio.App.RBXMainWindow.MoveEdit,,Move - Edit,Move - Edit
Studio.App.RBXMainWindow.ResizeCustomIncrement,,Set the resize grid to a custom increment,Set the resize grid to a custom increment
Studio.App.RBXMainWindow.RotateEdit,,Rotate - Edit,Rotate - Edit
Studio.App.RBXMainWindow.RotateCustomIncrement,,Set the rotate grid to a custom increment,Set the rotate grid to a custom increment
Studio.App.RBXMainWindow.MoveToggle,,Move - Toggle,Move - Toggle
Studio.App.RBXMainWindow.TogglesTheDragGridSnapping,,Toggles the drag grid snapping,Toggles the drag grid snapping
Studio.App.RBXMainWindow.RotateToggle,,Rotate - Toggle,Rotate - Toggle
Studio.App.RBXMainWindow.TogglesRotateSnapping,,Toggles the rotate grid snapping,Toggles the rotate grid snapping
Studio.App.RBXMainWindow.OneStudGrid,,One Stud Grid,One Stud Grid
Studio.App.RBXMainWindow.15StudGrid,,1/5 Stud Grid,1/5 Stud Grid
Studio.App.RBXMainWindow.GridOff,,Grid Off,Grid Off
Studio.App.RobloxRibbonMainWindow.Scale,,Scale,Scale
Studio.App.RobloxRibbonMainWindow.ResizeAnObject,,Resize an Object,Resize an Object
Studio.App.RBXMainWindow.Dropper,,Dropper,Dropper
Studio.App.RBXMainWindow.PickColor,,Pick Color,Pick Color
Studio.App.MainWindow.SaveToFile,Main Window,Save to File,Save to File
Studio.App.MainWindow.SaveActiveLocalFile,Main Window,Save the active local file,Save the active local file
Studio.App.RobloxRibbonMainWindow.RunScript,,Run Script,Run Script
Studio.App.RobloxRibbonMainWindow.ExecuteLuaCodeFromAFile,,Execute Lua code from a file,Execute Lua code from a file
Studio.App.MainWindow.ClosePlace,Main Window,Close Place,Close Place
Studio.App.MainWindow.CloseTab,Main Window,Close Tab,Close Tab
