Key,Context,Source,en-us
Studio.App.PackageManagementVerbs.PackagePublishError1,,Package publish error: %1,Package publish error: %1
Studio.App.PackageManagementVerbs.PackageScriptDiffError1,,Package Script Diff error: %1,Package Script Diff error: %1
Studio.App.PackageManagementVerbs.ThisModifiesPackage,,"This object has 3D content but is not a Model, so moving or rotating it will count as modifying the Package. Are you sure you want to continue?","This object has 3D content but is not a Model, so moving or rotating it will count as modifying the Package. Are you sure you want to continue?"
Studio.App.PackageManagementVerbs.ErrorPrimaryPartNotArchivable,,Error: Cannot publish a Model package when the PrimaryPart is not Archivable.,Error: Cannot publish a Model package when the PrimaryPart is not Archivable.
Studio.App.PackageManagementVerbs.ErrorUnpublishedPackages,,Error: Cannot publish because packages cannot contain modified child packages.,Error: Cannot publish because packages cannot contain modified child packages.
Studio.App.PackageManagementVerbs.ConfirmPublishChanges,,Are you sure you want to publish your changes to this package?,Are you sure you want to publish your changes to this package?
Studio.App.PackageManagementVerbs.ConfirmPublishChangesNewVersion,,"Are you sure you want to publish your changes to this package?
There is also a new version available.","Are you sure you want to publish your changes to this package?
There is also a new version available."
Studio.App.PackageManagementVerbs.ConfirmGetLatest,,Are you sure you want to get the latest version of this package?,Are you sure you want to get the latest version of this package?
Studio.App.PackageManagementVerbs.GetLatest,,Get Latest,Get Latest
Studio.App.PackageManagementVerbs.PackageViewChanges1,,Package View Changes error: %1,Package View Changes error: %1
Studio.App.PackageManagementVerbs.PublishNoop,,The package instance matched the newest version; no new version was created.,The package instance matched the newest version; no new version was created.
Studio.App.PackageService.PublishPackageError1,,Package publish error: %1,Package publish error: %1
Studio.App.PackageService.SetPackageVersionError1,,Set package version error: %1,Set package version error: %1
Studio.App.PackageService.GetPackageInfoError1,,Get package info error: %1,Get package info error: %1
Studio.App.PackageService.PackageAPIError.InvalidArgument,,Argument 1 is invalid,Argument 1 is invalid
Studio.App.PackageService.PackageAPIError.NotAPackage,,Instance is not a package,Instance is not a package
Studio.App.PackageService.PackageAPIError.NoPermissions,,Insufficient permissions,Insufficient permissions
Studio.App.PackageService.PackageAPIError.NotArchivable,,Instance is not archivable,Instance is not archivable
Studio.App.PackageService.PackageAPIError.NotEditMode,,Can only publish packages in Edit Mode,Can only publish packages in Edit Mode
Studio.App.PackageService.PackageAPIError.NoChanges,,No changes detected,No changes detected
Studio.App.PackageService.PackageAPIError.UploadPrepFailed,,Failed to prepare instance for upload,Failed to prepare instance for upload
Studio.App.PackageService.PackageAPIError.LatestVersionFail,,Can't get selected package link latestVersionNum: data not available,Can't get selected package link latestVersionNum: data not available
Studio.App.PackageService.PackageAPIError.VersionLowerBound,,VersionNumber cannot be less than 1,VersionNumber cannot be less than 1
Studio.App.PackageService.PackageAPIError.VersionUpperBound.1,%1 is a number. e.g. VersionNumber cannot be greater than 45,VersionNumber cannot be greater than %1,VersionNumber cannot be greater than %1
Studio.App.StudioPackageManager.PackageUnlinkConfirmation,,Modifying packages will prevent you from updating them until you publish or revert the changes,Modifying packages will prevent you from updating them until you publish or revert the changes
Studio.App.StudioPackageManager.PackageUnlinkRevertButton,"The user modified a package, and we told them that this will have consequences. We're offering them a chance to avoid this by clicking a button and reverting the changes.",Revert Changes,Revert Changes
Studio.App.StudioPackageManager.PackageScriptDocMessage,,This script is part of a package. <a href='unlinkpackage://asset'>Click here</a> to modify.,This script is part of a package. <a href='unlinkpackage://asset'>Click here</a> to modify.
Studio.App.PackageMassUpdate.MassUpdate,A function that enables developer to update package across places.,Mass Update,Mass Update
Studio.App.PackageMassUpdate.UpdateDescription1,<b>%1</b> should not be translated. %1 is name of the package to be updated.,Update all <b>%1</b> copies in the following places of this game to,Update all <b>%1</b> copies in the following places of this game to
Studio.App.PackageMassUpdate.Version,Version of a package,Version,Version
Studio.App.PackageMassUpdate.VersionContent1,latest mean the last version of the package,%1 (latest),%1 (latest)
Studio.App.PackageMassUpdate.PublishedOn,The date that the package is published,Published on,Published on
Studio.App.PackageMassUpdate.UpdateTo,Label for most recent version to update to,Update to,Update to
Studio.App.PackageMassUpdate.PublishedBy,The username of the creator that published the package,Published by,Published by
Studio.App.PackageMassUpdate.All,Text for checkbox option that can check all the children checkboxs,All,All
Studio.App.PackageMassUpdate.Latest,Latest label for the last version of the package,Latest,Latest
Studio.App.PackageMassUpdate.AllPlaces,Updated text for checkbox option that can check all the children checkboxes,All Places in this Experience,All Places in this Experience
Studio.App.PackageMassUpdate.SelectPlaces,Heading for selection list in mass update window,Select Places to Update,Select Places to Update
