Key,Context,Source,en-us
Studio.App.GameExplorer.ErrorRetrievingMeshContent1,,Error while retrieving mesh content: %1,Error while retrieving mesh content: %1
Studio.App.GameExplorer.ErrorRetrievingModelContent1,,Error while retrieving model content: %1,Error while retrieving model content: %1
Studio.App.LocalizationPlugin.NoFileSelected,,No file selected,No file selected
Studio.App.LocalizationPlugin.CSVEmpty,,LocalizationTable:EncodeCSV returned empty string,LocalizationTable:EncodeCSV returned empty string
Studio.App.LocalizationPlugin.CouldNotFindLocalizationService,,Could not find LocalizationService,Could not find LocalizationService
Studio.App.LocalizationPlugin.ErrorReading1Csv2,,Error reading %1.csv: %2,Error reading %1.csv: %2
Studio.App.LocalizationPlugin.CouldntOpenFile1,,Couldn't open file %1,Couldn't open file %1
Studio.App.LocalizationPlugin.ErrorWritingToFile1,,Error writing to file %1,Error writing to file %1
Studio.App.RBXMainWindow.OpenLocalizationFolder,,Open Localization Folder,Open Localization Folder
Studio.App.RobloxDocManager.ApplyingScriptEdits,,Applying script edits...,Applying script edits...
Studio.App.PlaceResourceController.AddingPlace,,Adding Place...,Adding Place...
Studio.App.DeclarationView.MemberOf1,,"Member of <label style=""font-weight: bold"">%1</label>","Member of <label style=""font-weight: bold"">%1</label>"
Studio.App.DeclarationView.BackEnd,,<b>Back-end: </b>This item can only be used from game servers and solo games.,<b>Back-end: </b>This item can only be used from game servers and solo games.
Studio.App.DeclarationView.Deprecated,,<b>Deprecated: </b>This item is deprecated. Do not use it for new work.,<b>Deprecated: </b>This item is deprecated. Do not use it for new work.
Studio.App.DeclarationView.Summary,,Summary:,Summary:
Studio.App.DraftsServiceHost.ConfirmScriptDeleteOthers1,,"Are you sure you want to delete %1 from the place?

Other people have uncommitted edits on this script","Are you sure you want to delete %1 from the place?

Other people have uncommitted edits on this script"
Studio.App.DraftsServiceHost.ConfirmScriptDeleteMine1,,"Are you sure you want to delete %1 from the place?

You have uncommitted edits on this script","Are you sure you want to delete %1 from the place?

You have uncommitted edits on this script"
Studio.App.DraftsServiceHost.ConfirmScriptDeleteMultiple1,,"Are you sure you want to delete these %1 scripts from the place?

You and/or other people have uncommitted edits on %1 of these scripts","Are you sure you want to delete these %1 scripts from the place?

You and/or other people have uncommitted edits on %1 of these scripts"
Studio.App.DraftsServiceHost.ConfirmScriptDeleteButton,,Delete,Delete
Studio.App.DraftsServiceHost.NotTeamCreate,,Enable Team Create to use Drafts,Enable Team Create to use Drafts
Studio.App.DraftsServiceHost.IsTeamTest,,Local changes to drafts are not available in Team Test,Local changes to drafts are not available in Team Test
Studio.App.DraftsServiceHost.NoDataModel,,The DataModel is not available,The DataModel is not available
Studio.App.DraftsServiceHost.NoDraftsService,,DraftsService is not available,DraftsService is not available
Studio.App.DraftsServiceHost.ServerCompareRemoved1,,Unable to compare draft '%1' with server version because script has been removed from Workspace,Unable to compare draft '%1' with server version because script has been removed from Workspace
Studio.App.DraftsServiceHost.UpdateRemoved1,,Unable to update draft '%1' because script has been removed from Workspace,Unable to update draft '%1' because script has been removed from Workspace
Studio.App.DraftsServiceHost.UpdateCacheMissing1,,Unable to update draft '%1' because local cache missing data,Unable to update draft '%1' because local cache missing data
Studio.App.DraftsServiceHost.CommitRejectedTitle,,Script Commit Failure,Script Commit Failure
Studio.App.DraftsServiceHost.CommitRejected,,"Some of the scripts cannot be committed.
Please check their status first.","Some of the scripts cannot be committed.
Please check their status first."
Studio.App.DraftsServiceHost.CommitRejectedInternalError,,"Server rejected commit due to internal error.
Please try again later","Server rejected commit due to internal error.
Please try again later"
Studio.App.DraftsServiceHost.CommitRejectedInProgress,,"Server rejected commit.
Someone else is committing changes.","Server rejected commit.
Someone else is committing changes."
Studio.App.DraftsServiceHost.UncommittedDraftsWarning1,,Script changes are local and are not published until committed. <a href=%1>Learn More</a>,Script changes are local and are not published until committed. <a href=%1>Learn More</a>
Studio.App.LockedScriptsVersionHistory.AutoGeneratedCommitFmt1,,Applied edits to %1 script(s),Applied edits to %1 script(s)
Studio.App.LockedScriptsVersionHistory.ApplyingEditsNotification1,,Applying edits from %1...,Applying edits from %1...
Studio.App.LockedScriptsVersionHistory.ApplyingEditsBatchNotification1,,Applying edits from %1 scripts...,Applying edits from %1 scripts...
Studio.App.LockedScriptsVersionHistory.ApplyingEditsBatchNotification2,,Applying edits from %1 and %2 more scripts...,Applying edits from %1 and %2 more scripts...
Studio.App.LockedScriptsVersionHistory.ApplyingEditsOnPlaceClose,,Applying script changes. Studio will close automatically when complete,Applying script changes. Studio will close automatically when complete
Studio.App.LockedScriptsCommitProgressDialog.Title,,Apply Edits Progress,Apply Edits Progress
Studio.App.LockedScriptsCommitProgressDialog.Label,,Applying edits from the following scripts,Applying edits from the following scripts
Studio.App.LockedScriptsCommitProgressDialog.ScriptNameColumn,,Script Name,Script Name
Studio.App.LockedScriptsCommitProgressDialog.ScriptStatusColumn,,Status,Status
Studio.App.LockedScriptsCommitProgressDialog.CommittingStatus,,Applying edits...,Applying edits...
Studio.App.LockedScriptsCommitProgressDialog.FailedStatus,,Failed,Failed
Studio.App.SandboxLocalCache.DialogTitle,,Drafts Local Cache,Drafts Local Cache
