Key,Context,Source,en-us
Studio.App.MainWindow.StudsSuffix,, studs, studs
Studio.App.RBXMainWindow.Debugger,,Debugger,Debugger
Studio.App.RobloxRibbonMainWindow.Layout,,Layouts,Layouts
Studio.App.RobloxRibbonMainWindow.LayoutManager,,Layout Manager,Layout Manager
Studio.App.RobloxRibbonMainWindow.SwitchLayouts,,Manage and Switch Layouts,Manage and Switch Layouts
Studio.App.RBXMainWindow.DraggerModeLabel,,Mode:,Mode:
Studio.App.RBXMainWindow.DraggerModeGeometric,,Geometric,Geometric
Studio.App.RBXMainWindow.GroupShort,"Group together a set of Instances under a Model, shorter text to be used in the ribbon bar to save space",Group,Group
Studio.App.RobloxRibbonMainWindow.0Player,,0 Player,0 Player
Studio.App.RobloxRibbonMainWindow.16Studs,,16 Studs,16 Studs
Studio.App.RobloxRibbonMainWindow.1Player,,1 Player,1 Player
Studio.App.RobloxRibbonMainWindow.2Players,,2 Players,2 Players
Studio.App.RobloxRibbonMainWindow.2Studs,,2 Studs,2 Studs
Studio.App.RobloxRibbonMainWindow.3Players,,3 Players,3 Players
Studio.App.RobloxRibbonMainWindow.4Players,,4 Players,4 Players
Studio.App.RobloxRibbonMainWindow.4Studs,,4 Studs,4 Studs
Studio.App.RobloxRibbonMainWindow.5Players,,5 Players,5 Players
Studio.App.RobloxRibbonMainWindow.6Players,,6 Players,6 Players
Studio.App.RobloxRibbonMainWindow.7Players,,7 Players,7 Players
Studio.App.RobloxRibbonMainWindow.8Players,,8 Players,8 Players
Studio.App.RobloxRibbonMainWindow.ActionsAsTools,,Actions as Tools,Actions as Tools
Studio.App.RobloxRibbonMainWindow.Advanced,,Advanced,Advanced
Studio.App.RobloxRibbonMainWindow.Audio,,Audio,Audio
Studio.App.RobloxRibbonMainWindow.OpenSaveManageDoc,,"Click here to open, save or publish, and to see everything else you can do with the document","Click here to open, save or publish, and to see everything else you can do with the document"
Studio.App.RobloxRibbonMainWindow.ClickOnPartsToLockUnlock,,Click on parts to lock/unlock,Click on parts to lock/unlock
Studio.App.RobloxRibbonMainWindow.ClientsAndServers,,Clients and Servers,Clients and Servers
Studio.App.RobloxRibbonMainWindow.Clipboard,,Clipboard,Clipboard
Studio.App.RobloxRibbonMainWindow.Constraints,,Constraints,Constraints
Studio.App.RobloxRibbonMainWindow.CreateBeamToolTip,,Create beam,Create beam
Studio.App.RobloxRibbonMainWindow.CreateExplosionToolTip,,Create explosion,Create explosion
Studio.App.RobloxRibbonMainWindow.CreateFireToolTip,,Create fire,Create fire
Studio.App.RobloxRibbonMainWindow.CreateParticleEmitterToolTip,,Create particle emitter,Create particle emitter
Studio.App.RobloxRibbonMainWindow.CreatePointLightToolTip,,Create point light,Create point light
Studio.App.RobloxRibbonMainWindow.CreateSmokeToolTip,,Create smoke,Create smoke
Studio.App.RobloxRibbonMainWindow.CreateSparklesToolTip,,Create sparkles,Create sparkles
Studio.App.RobloxRibbonMainWindow.CreateSpotLightToolTip,,Create spot light,Create spot light
Studio.App.RobloxRibbonMainWindow.CreateSurfaceLightToolTip,,Create surface light,Create surface light
Studio.App.RobloxRibbonMainWindow.CreateTrailToolTip,,Create trail,Create trail
