Key,Context,Source,en-us
Studio.App.IdeDoc.AnimationFilesFBX,Roblox IDE Doc,Animation Files (*fbx),Animation Files (*fbx)
Studio.App.IdeDoc.ImportingRigPleaseWait,Roblox IDE Doc,Importing rig. Please wait..,Importing rig. Please wait..
Studio.App.IdeDoc.LogInRequired,Roblox IDE Doc,Log in required,Log in required
Studio.App.IdeDoc.NoFBXFileSelected,Roblox IDE Doc,No FBX file selected,No FBX file selected
Studio.App.IdeDoc.NoRigWasPassedAsFirstArgument,Roblox IDE Doc,No rig was passed as first argument to ImportFbxAnimation,No rig was passed as first argument to ImportFbxAnimation
Studio.App.IdeDoc.OpenAnimationFBXFile,Roblox IDE Doc,Open Animation FBX File,Open Animation FBX File
Studio.App.IdeDoc.YouMustLogInToCreateMeshes,Roblox IDE Doc,You must log in to create meshes.,You must log in to create meshes.
Studio.App.BulkImport.Import,Bulk importer,Import,Import
Studio.App.BulkImport.Completed,Bulk importer,Completed,Completed
Studio.App.BulkImport.ProgressFmt2,Bulk importer,Imported %1 of %2 files,Imported %1 of %2 files
Studio.App.BulkImport.CancelImport,Bulk importer,Cancel Import,Cancel Import
Studio.App.BulkImport.ClearWindow,Bulk importer,Clear Window,Clear Window
Studio.App.MeshSplitterDialog.Checked12,,Checked (%1/%2),Checked (%1/%2)
Studio.App.MeshSplitterDialog.MeshSplittingCheck,,Mesh Splitting Check,Mesh Splitting Check
Studio.App.MeshSplitterDialog.ImportRemainingFiles,,Import Remaining Files,Import Remaining Files
Studio.App.MeshSplitterDialog.WillBeSplitWarning,,"If a mesh contains multiple assets, it will be split into separate assets.","If a mesh contains multiple assets, it will be split into separate assets."
Studio.App.MeshSplitterDialog.FilesCantBeImported,,The following files cannot be imported.,The following files cannot be imported.
Studio.App.RBXMainWindow.BulkImport,,Bulk Import,Bulk Import
Studio.App.BulkImportWidget.CancelImport,,Cancel Import,Cancel Import
Studio.App.BulkImportWidget.ContinueImport,,Continue Import,Continue Import
Studio.App.BulkImportWidget.ImportNotComplete,,Your import is not complete. Closing the widget will cancel the entire import process. Would you like to cancel it?,Your import is not complete. Closing the widget will cancel the entire import process. Would you like to cancel it?
Studio.App.ImportCostVerificationDialog.AudioUpload,,Audio Upload,Audio Upload
Studio.App.ImportCostVerificationDialog.BalanceAfterImport,,Balance after import:,Balance after import:
Studio.App.ImportCostVerificationDialog.CopyrightDescriptionOld,,"By uploading this content, you certify that you have the rights to put this on Roblox.","By uploading this content, you certify that you have the rights to put this on Roblox."
Studio.App.ImportCostVerificationDialog.CopyrightDescription,,"By uploading this content, you certify that you have the rights to put this on Roblox and that the content does not infringe on anyone else's intellectual property rights.","By uploading this content, you certify that you have the rights to put this on Roblox and that the content does not infringe on anyone else's intellectual property rights."
Studio.App.ImportCostVerificationDialog.GrantExperiencePermissionDescription,,You also allow this experience to use these assets.,You also allow this experience to use these assets.
Studio.App.ImportCostVerificationDialog.CostVerificationDescription,,Click 'Show Details' to view the files to be imported. You will not be charged for imports that fail due to not meeting import requirements.,Click 'Show Details' to view the files to be imported. You will not be charged for imports that fail due to not meeting import requirements.
Studio.App.ImportCostVerificationDialog.CostVerificationMainText1,,Would you like to import the selected files for %1 Robux?,Would you like to import the selected files for %1 Robux?
Studio.App.ImportCostVerificationDialog.LuobuVerificationDescription,,Click 'Show Details' to view the files to be imported.,Click 'Show Details' to view the files to be imported.
Studio.App.ImportCostVerificationDialog.LuobuVerificationMainText,,Would you like to import the selected files?,Would you like to import the selected files?
Studio.App.ImportCostVerificationDialog.CostVerificationTitle,,File Import Cost,File Import Cost
Studio.App.ImportCostVerificationDialog.LuobuVerificationTitle,,File Import,File Import
Studio.App.ImportCostVerificationDialog.CurrentBalance,,Your current balance:,Your current balance:
Studio.App.ImportCostVerificationDialog.DetailsErrorTitle,,Error,Error
Studio.App.ImportCostVerificationDialog.DetailsCostTitle,,Cost,Cost
Studio.App.ImportCostVerificationDialog.DetailsNameTitle,,Name,Name
Studio.App.ImportCostVerificationDialog.LoadingFileData,,Loading file data...,Loading file data...
Studio.App.ImportCostVerificationDialog.PurchaseRobux,,Purchase more Robux.,Purchase more Robux.
Studio.App.ImportCostVerificationErrorDialog.EstimatedCostErrorDescription,,"Click 'Show Details' to view the files that could not be estimated and the import cost of files that were successfully estimated. Try importing a new selection, or resolve conflicts and reattempt.","Click 'Show Details' to view the files that could not be estimated and the import cost of files that were successfully estimated. Try importing a new selection, or resolve conflicts and reattempt."
Studio.App.ImportCostVerificationErrorDialog.EstimateLuobuErrorDescription,,"Click 'Show Details' to view the files that could not be imported. Try importing a new selection, or resolve conflicts and reattempt.","Click 'Show Details' to view the files that could not be imported. Try importing a new selection, or resolve conflicts and reattempt."
Studio.App.ImportCostVerificationErrorDialog.EstimatedCostErrorMainText,,Failed to estimate import cost of the selected files.,Failed to estimate import cost of the selected files.
Studio.App.ImportCostVerificationErrorDialog.EstimateLuobuErrorMainText,,Failed to import the selected files.,Failed to import the selected files.
Studio.App.ImportCostVerificationErrorDialog.EstimatedCostErrorTitle,,Estimated Cost Error,Estimated Cost Error
Studio.App.ImportCostVerificationErrorDialog.EstimateLuobuErrorTitle,,Import Error,Import Error
Studio.App.ImportCostVerificationErrorDialog.InsufficientFundsErrorDescription1,,Click 'Show Details' to view the cost of each file and the files that cannot be imported. Try importing a new selection or %1,Click 'Show Details' to view the cost of each file and the files that cannot be imported. Try importing a new selection or %1
Studio.App.ImportCostVerificationErrorDialog.InsufficientFundsErrorMainText,,You do not have enough Robux to import selected files.,You do not have enough Robux to import selected files.
Studio.App.ImportCostVerificationErrorDialog.InsufficientFundsErrorTitle,,Insufficient Funds,Insufficient Funds
Studio.App.ImportCostVerificationErrorDialog.Failed,,Failed,Failed
Studio.App.ImportCostVerificationErrorDialog.FundsRequired,,Funds Required:,Funds Required:
Studio.App.ImportCostVerificationErrorDialog.TotalImportCost,,Total import cost:,Total import cost:
Studio.App.AudioImportConfirmationDialog.ConfirmAudioImport,,Confirm Audio Import,Confirm Audio Import
Studio.App.MeshImportOptionsDialog.FileCount2,,%1 of %2 files,%1 of %2 files
Studio.App.MeshImportOptionsDialog.NoFilesAvailable,,No files available,No files available
Studio.App.MeshImportOptionsDialog.MeshImportOptions,,Mesh Import Options,Mesh Import Options
Studio.App.MeshImportOptionsDialog.RescaleIfTooLarge,,Rescale if too large,Rescale if too large
Studio.App.MeshImportOptionsDialog.ReverseInwardPointingMeshNormals,,Reverse inward-pointing mesh normals,Reverse inward-pointing mesh normals
Studio.App.MeshImportOptionsDialog.ImportFileAsSingleMesh,,Import file as single mesh,Import file as single mesh
Studio.App.MeshImportOptionsDialog.ApplyAll,,Apply All,Apply All
Studio.App.BulkImportController.TryAgain,,Did not get a result. Please try again or contact support if the problem persists.,Did not get a result. Please try again or contact support if the problem persists.
Studio.App.BulkImportController.BusyCancelingPleaseTryAgainLater,,Busy canceling. Please try again later.,Busy canceling. Please try again later.
Studio.App.BulkImportController.AlreadyBusy,,Already busy importing. Please try again later.,Already busy importing. Please try again later.
Studio.App.BulkImportController.GotEmptyList,,Got an empty list of files to import. Please try again or contact support if the problem persists.,Got an empty list of files to import. Please try again or contact support if the problem persists.
Studio.App.BulkImportController.TooManyFiles1,,You cannot import more than %1 files at a time.,You cannot import more than %1 files at a time.
Studio.App.BulkImportController.UnsupportedAsset,,List of files contains unsupported asset type. Please try again or contact support if the problem persists.,List of files contains unsupported asset type. Please try again or contact support if the problem persists.
Studio.App.BulkImportController.UnknownError,,An unknown error occurred. Please try again or contact support if the problem persists.,An unknown error occurred. Please try again or contact support if the problem persists.
Studio.App.BulkImportController.BusySplitting,,Already busy mesh splitting. Please try again later.,Already busy mesh splitting. Please try again later.
Studio.App.BulkImportController.EmptyListToSplit,,Got an empty list of assets to split. Please try again or contact support if the problem persists.,Got an empty list of assets to split. Please try again or contact support if the problem persists.
Studio.App.BulkImportController.TooManyToSplit,,You cannot split more than %1 files at a time.,You cannot split more than %1 files at a time.
Studio.App.BulkImportController.CouldNotStart,,Could not start mesh splitting. Please restart Studio or contact support if the problem persists.,Could not start mesh splitting. Please restart Studio or contact support if the problem persists.
Studio.App.BulkImportController.TooManyFiles2,,You cannot import more than %1 assets at a time. The %2 file(s) you selected exceeds the limit. Please re-select file to import.,You cannot import more than %1 assets at a time. The %2 file(s) you selected exceeds the limit. Please re-select file to import.
Studio.App.BulkImportController.CancelledBeforeProcessing,,Some files were not uploaded.,Some files were not uploaded.
Studio.App.UploadImageRequest.CouldNotOpenFile,,Could not open file %1,Could not open file %1
Studio.App.UploadImageRequest.UploadingTooQuickly,,Uploading too quickly,Uploading too quickly
Studio.App.UploadImageRequest.UploadingQuickly1,,Uploading too quickly. Try again in %1 minute(s),Uploading too quickly. Try again in %1 minute(s)
Studio.App.UploadImageRequest.UploadingQuicklyHour1,,Uploading too quickly. Try again in %1 hour(s),Uploading too quickly. Try again in %1 hour(s)
Studio.App.BulkImporterImpl.AssetNameModerated,,Asset name on website has been moderated,Asset name on website has been moderated
Studio.App.BulkImporterImpl.AssetHasBeenRenamedTo1,,Asset has been renamed to '%1',Asset has been renamed to '%1'
Studio.App.BulkImporterImpl.RetryingUpload,,Retrying upload,Retrying upload
