Key,Source,en-us
Studio.TerrainToolsV2.Action.Apply, ,Apply
Studio.TerrainToolsV2.Action.Back, ,Back
Studio.TerrainToolsV2.Action.Cancel, ,Cancel
Studio.TerrainToolsV2.Action.Clear, ,Clear
Studio.TerrainToolsV2.Action.Close, ,Close
Studio.TerrainToolsV2.Action.Continue, ,Continue
Studio.TerrainToolsV2.Action.Create, ,Create
Studio.TerrainToolsV2.Action.Cut, ,Cut
Studio.TerrainToolsV2.Action.Edit, ,Edit
Studio.TerrainToolsV2.Action.Exit, ,Exit
Studio.TerrainToolsV2.Action.File, ,File
Studio.TerrainToolsV2.Action.Find, ,Find
Studio.TerrainToolsV2.Action.Goto, ,Goto
Studio.TerrainToolsV2.Action.Help, ,Help
Studio.TerrainToolsV2.Action.Home, ,Home
Studio.TerrainToolsV2.Action.Ignore, ,Ignore
Studio.TerrainToolsV2.Action.Insert, ,Insert
Studio.TerrainToolsV2.Action.New, ,New
Studio.TerrainToolsV2.Action.Next, ,Next
Studio.TerrainToolsV2.Action.No, ,No
Studio.TerrainToolsV2.Action.OK, ,OK
Studio.TerrainToolsV2.Action.Okay, ,Okay
Studio.TerrainToolsV2.Action.Open, ,Open
Studio.TerrainToolsV2.Action.Pause, ,Pause
Studio.TerrainToolsV2.Action.Play, ,Play
Studio.TerrainToolsV2.Action.Previous, ,Previous
Studio.TerrainToolsV2.Action.Redo, ,Redo
Studio.TerrainToolsV2.Action.Reload, ,Reload
Studio.TerrainToolsV2.Action.Remove, ,Remove
Studio.TerrainToolsV2.Action.Rename, ,Rename
Studio.TerrainToolsV2.Action.Replace, ,Replace
Studio.TerrainToolsV2.Action.Reset, ,Reset
Studio.TerrainToolsV2.Action.Retry, ,Retry
Studio.TerrainToolsV2.Action.Save, ,Save
Studio.TerrainToolsV2.Action.Share, ,Share
Studio.TerrainToolsV2.Action.Stop, ,Stop
Studio.TerrainToolsV2.Action.Undo, ,Undo
Studio.TerrainToolsV2.Action.Update, ,Update
Studio.TerrainToolsV2.Action.Yes, ,Yes
Studio.TerrainToolsV2.AssetIdSelector.PlaceHolderText, ,Select game asset image
Studio.TerrainToolsV2.BrushSettings.Advanced, ,Advanced
Studio.TerrainToolsV2.BrushSettings.Auto, ,Auto
Studio.TerrainToolsV2.BrushSettings.BaseSize, ,Base Size
Studio.TerrainToolsV2.BrushSettings.BottomPivot, ,Bot
Studio.TerrainToolsV2.BrushSettings.BrushSettings, ,Brush Settings
Studio.TerrainToolsV2.BrushSettings.CenterPivot, ,Cen
Studio.TerrainToolsV2.BrushSettings.FixedPlane, ,Fixed Plane
Studio.TerrainToolsV2.BrushSettings.FlattenMode, ,Flatten Mode
Studio.TerrainToolsV2.BrushSettings.Height, ,Height
Studio.TerrainToolsV2.BrushSettings.IgnoreWater, ,Ignore Water
Studio.TerrainToolsV2.BrushSettings.Material, ,Material
Studio.TerrainToolsV2.BrushSettings.PivotPosition, ,Pivot Position
Studio.TerrainToolsV2.BrushSettings.PlaneLock, ,Plane Lock
Studio.TerrainToolsV2.BrushSettings.PlanePosition, ,Plane Position
Studio.TerrainToolsV2.BrushSettings.Shape, ,Shape
Studio.TerrainToolsV2.BrushSettings.Size, ,Size
Studio.TerrainToolsV2.BrushSettings.SnapToGrid, ,Snap to Grid
Studio.TerrainToolsV2.BrushSettings.Strength, ,Strength
Studio.TerrainToolsV2.BrushSettings.TopPivot, ,Top
Studio.TerrainToolsV2.ClearTool.ConfirmationMessage, ,Do you want to clear all terrain?
Studio.TerrainToolsV2.ClearTool.ConfirmationTitle, ,Clear Terrain
Studio.TerrainToolsV2.Confirmation.No, ,No
Studio.TerrainToolsV2.Confirmation.Yes, ,Yes
Studio.TerrainToolsV2.ConvertMode.Biome, ,Biome
Studio.TerrainToolsV2.ConvertMode.ConvertMode, ,Fill
Studio.TerrainToolsV2.ConvertMode.Material, ,Material
Studio.TerrainToolsV2.ConvertPart.Convert, ,Convert
Studio.TerrainToolsV2.ConvertPart.ConvertFailed, ,Convert failed for instance {1}
Studio.TerrainToolsV2.ConvertPart.ConvertShapesToBiome, ,Converting parts to Biome
Studio.TerrainToolsV2.ConvertPart.ConvertShapesToMaterial, ,Converting parts
Studio.TerrainToolsV2.ConvertPart.ConvertFinished, ,Convert finished: {1} seconds for {2:int} instance(s)
Studio.TerrainToolsV2.ConvertPart.GetTargetShapes, ,Calculating shapes
Studio.TerrainToolsV2.ConvertPart.HasOtherInstance, ,"Only Parts can be converted, other objects will be skipped"
Studio.TerrainToolsV2.ConvertPart.HasProtected, ,Only Parts or Models containing Parts can be converted
Studio.TerrainToolsV2.ConvertPart.HasTooSmall, ,Parts with size dimensions below 4 studs may produce incorrect results
Studio.TerrainToolsV2.ConvertPart.SelectionHelp, ,Select Parts or Models containing Parts to convert to terrain
Studio.TerrainToolsV2.ConvertPart.UpdateInstanceVisuals, ,Hiding parts
Studio.TerrainToolsV2.EditSettings.EditSettings, ,Edit Settings
Studio.TerrainToolsV2.EditSettings.MergeEmpty, ,Merge Empty
Studio.TerrainToolsV2.Example.ErrorAnUnexpectedThing, ,"An unexpected thing happened, try again"
Studio.TerrainToolsV2.Generate.BaseLevel, ,Base Level
Studio.TerrainToolsV2.Generate.BiomeArctic, ,Arctic
Studio.TerrainToolsV2.Generate.BiomeCanyons, ,Canyons
Studio.TerrainToolsV2.Generate.BiomeDunes, ,Dunes
Studio.TerrainToolsV2.Generate.BiomeHills, ,Hills
Studio.TerrainToolsV2.Generate.BiomeLavascape, ,Lavascape
Studio.TerrainToolsV2.Generate.BiomeMarsh, ,Marsh
Studio.TerrainToolsV2.Generate.BiomeMountains, ,Mountains
Studio.TerrainToolsV2.Generate.BiomePlains, ,Plains
Studio.TerrainToolsV2.Generate.Biomes, ,Biomes
Studio.TerrainToolsV2.Generate.BiomeSize, ,Biome Size
Studio.TerrainToolsV2.Generate.BiomesSettings, ,Biomes Settings
Studio.TerrainToolsV2.Generate.BiomeWater, ,Water
Studio.TerrainToolsV2.Generate.ButtonGenerate, ,Generate
Studio.TerrainToolsV2.Generate.Caves, ,Caves
Studio.TerrainToolsV2.Generate.GenerationFinished, ,Generation finished: {1} seconds
Studio.TerrainToolsV2.Generate.MapSize, ,Map Size
Studio.TerrainToolsV2.Generate.OtherSettings, ,Other Settings
Studio.TerrainToolsV2.Generate.Seed, ,Seed
Studio.TerrainToolsV2.Generate.StartGeneration, ,Generating with size ({1}) at position ({2}) using seed {3} and biomes: {4}
Studio.TerrainToolsV2.Main.Title, ,Terrain Editor
Studio.TerrainToolsV2.Main.ToolbarButton, ,Editor
Studio.TerrainToolsV2.Main.Tooltip,"Add, remove, and modify terrain","Add, remove, and modify terrain"
Studio.TerrainToolsV2.MainButtons.AddTooltip, ,Click and hold to add terrain.
Studio.TerrainToolsV2.MainButtons.ClearTooltip, ,Clear all Terrain.
Studio.TerrainToolsV2.MainButtons.ErodeTooltip, ,Click and hold to erode and remove terrain.
Studio.TerrainToolsV2.MainButtons.GenerateTooltip, ,Generate landscapes of terrain.
Studio.TerrainToolsV2.MainButtons.GrowTooltip, ,Click and hold to grow and expand terrain.
Studio.TerrainToolsV2.MainButtons.Import, ,Import
Studio.TerrainToolsV2.MainButtons.ImportTooltip, ,Import a HeightMap and ColorMap.
Studio.TerrainToolsV2.MainButtons.PaintTooltip, ,Paint the material of the terrain.
Studio.TerrainToolsV2.MainButtons.RegionsTooltip, ,Manipulate regions of smooth terrain.
Studio.TerrainToolsV2.MainButtons.SmoothTooltip, ,Brush to smooth out rough or jagged terrain.
Studio.TerrainToolsV2.MainButtons.SubtractTooltip, ,Click and hold to remove terrain.
Studio.TerrainToolsV2.MapSettings.HeightMap, ,Height Map
Studio.TerrainToolsV2.MapSettings.MapSettings, ,Map Settings
Studio.TerrainToolsV2.MapSettings.Position, ,Position
